year,weight,industry,industry_size,firm_size,it_org_any,it_org_internal,it_org_mixed,it_org_outsource,it_org_type,it_invest_share,ai_use,proc_improve,innov_outcome,decision_improve,weight_raw,industry_raw,industry_size_raw,firm_size_raw,it_org_any_raw,it_org_internal_raw,it_org_mixed_raw,it_org_outsource_raw,it_invest_share_raw,ai_use_raw,proc_efficiency_raw,proc_cost_raw
2019,14.02627114,5,54,4,0,0,0,0,0,2.0,0,3,,,14.02627114,5,54,4,2,,,,2,3,3,3
2019,2.051262725,5,55,5,0,0,0,0,0,2.0,0,4,,,2.051262725,5,55,5,2,,,,2,3,4,3
2019,2.051262725,5,55,5,0,0,0,0,0,2.0,0,4,,,2.051262725,5,55,5,2,,,,2,3,4,3
2019,196.9857324,2,21,1,0,0,0,0,0,2.0,0,4,,,196.9857324,2,21,1,2,,,,2,3,4,3
2019,196.9857324,2,21,1,0,0,0,0,0,2.0,0,4,,,196.9857324,2,21,1,2,,,,2,3,4,3
2019,177.4589302,2,21,1,0,0,0,0,0,2.0,0,4,,,177.4589302,2,21,1,2,,,,2,3,4,3
2019,196.9857324,2,21,1,0,0,0,0,0,2.0,0,3,,,196.9857324,2,21,1,2,,,,2,3,3,3
2019,196.9857324,2,21,1,0,0,0,0,0,2.0,0,3,,,196.9857324,2,21,1,2,,,,2,3,3,3
2019,108.4094954,2,22,2,0,0,0,0,0,2.0,0,4,,,108.4094954,2,22,2,2,,,,2,3,4,3
2019,97.66307867,2,22,2,0,0,0,0,0,2.0,0,4,,,97.66307867,2,22,2,2,,,,2,2,4,3
2019,97.66307867,2,22,2,0,0,0,0,0,2.0,0,4,,,97.66307867,2,22,2,2,,,,2,2,4,3
2019,97.66307867,2,22,2,0,0,0,0,0,2.0,0,4,,,97.66307867,2,22,2,2,,,,2,3,4,3
2019,6.648338661,1,12,2,1,0,1,0,2,4.0,0,4,,,6.648338661,1,12,2,1,0,1,0,4,2,3,4
2019,108.4094954,2,22,2,0,0,0,0,0,2.0,0,4,,,108.4094954,2,22,2,2,,,,2,3,3,4
2019,109.1677734,9,92,2,1,0,1,0,2,2.0,0,3,,,109.1677734,9,92,2,1,0,1,0,2,2,3,3
2019,109.1677734,9,92,2,1,0,1,0,2,2.0,0,4,,,109.1677734,9,92,2,1,0,1,0,2,2,5,2
2019,108.2932241,2,22,2,1,0,1,0,2,2.0,0,4,,,108.2932241,2,22,2,1,0,1,0,2,3,4,4
2019,82.70428195,2,23,3,1,0,1,0,2,2.0,0,3,,,82.70428195,2,23,3,1,0,1,0,2,3,4,2
2019,422.663385,3,31,1,0,0,0,0,0,2.0,0,4,,,422.663385,3,31,1,2,,,,2,3,5,4
2019,120.2093354,2,22,2,1,0,1,0,2,2.0,0,2,,,120.2093354,2,22,2,1,0,1,0,2,3,2,2
2019,82.70428195,2,23,3,1,0,1,0,2,2.0,0,3,,,82.70428195,2,23,3,1,0,1,0,2,3,4,2
2019,202.612735,2,21,1,0,0,0,0,0,2.0,0,3,,,202.612735,2,21,1,2,,,,2,3,4,2
2019,58.39052142,9,93,3,1,0,1,0,2,2.0,0,4,,,58.39052142,9,93,3,1,0,1,0,2,2,4,3
2019,5.595119065,13,135,5,1,0,1,0,2,2.0,0,4,,,5.595119065,13,135,5,1,0,1,0,2,2,4,3
2019,202.612735,2,21,1,0,0,0,0,0,2.0,0,2,,,202.612735,2,21,1,2,,,,2,2,2,1
2019,120.2093354,2,22,2,1,0,1,0,2,2.0,0,2,,,120.2093354,2,22,2,1,0,1,0,2,3,3,2
2019,5.603565746,13,135,5,1,0,1,0,2,2.0,1,3,,,5.603565746,13,135,5,1,0,1,0,2,1,4,2
2019,50.01282742,11,112,2,0,0,0,0,0,2.0,0,3,,,50.01282742,11,112,2,2,,,,2,3,3,3
2019,2446.513118,12,121,1,1,0,1,0,2,2.0,0,4,,,2446.513118,12,121,1,1,0,1,0,2,3,3,4
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,3,,,218.4266599,2,21,1,1,0,1,0,2,3,4,2
2019,461.4971149,4,42,2,0,0,0,0,0,2.0,0,3,,,461.4971149,4,42,2,2,,,,2,3,3,3
2019,5.603565746,13,135,5,1,0,1,0,2,2.0,0,2,,,5.603565746,13,135,5,1,0,1,0,2,2,2,3
2019,3.570367051,3,35,5,1,0,1,0,2,2.0,0,2,,,3.570367051,3,35,5,1,0,1,0,2,3,2,2
2019,469.1714095,3,31,1,0,0,0,0,0,2.0,0,4,,,469.1714095,3,31,1,2,,,,2,3,4,4
2019,4.082005688,9,94,4,1,0,1,0,2,2.0,0,3,,,4.082005688,9,94,4,1,0,1,0,2,3,4,2
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,3,,,218.4266599,2,21,1,1,0,1,0,2,3,4,2
2019,176.4370087,13,133,3,1,0,1,0,2,2.0,0,4,,,176.4370087,13,133,3,1,0,1,0,2,3,4,3
2019,223.4994391,13,132,2,0,0,0,0,0,2.0,0,3,,,223.4994391,13,132,2,2,,,,2,2,4,2
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,3,,,218.4266599,2,21,1,1,0,1,0,2,3,4,2
2019,3.570367051,3,35,5,0,0,0,0,0,2.0,0,3,,,3.570367051,3,35,5,2,,,,2,2,4,2
2019,1.314865957,11,115,5,0,0,0,0,0,2.0,0,4,,,1.314865957,11,115,5,2,,,,2,2,4,4
2019,176.4370087,13,133,3,1,0,1,0,2,2.0,0,4,,,176.4370087,13,133,3,1,0,1,0,2,3,3,4
2019,218.4266599,2,21,1,0,0,0,0,0,2.0,0,4,,,218.4266599,2,21,1,2,,,,2,3,4,3
2019,425.2260337,13,132,2,1,0,1,0,2,2.0,0,3,,,425.2260337,13,132,2,1,0,1,0,2,3,4,2
2019,27.4197031,2,24,4,1,0,1,0,2,2.0,0,4,,,27.4197031,2,24,4,1,0,1,0,2,2,4,3
2019,1.268220219,6,65,5,1,1,0,1,4,2.0,0,4,,,1.268220219,6,65,5,1,1,0,1,2,2,3,4
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,3,,,218.4266599,2,21,1,1,0,1,0,2,2,4,2
2019,5.957034458,12,124,4,0,0,0,0,0,2.0,0,4,,,5.957034458,12,124,4,2,,,,2,3,3,4
2019,27.4197031,2,24,4,1,0,1,0,2,2.0,0,4,,,27.4197031,2,24,4,1,0,1,0,2,2,4,4
2019,394.4399907,13,132,2,0,0,0,0,0,2.0,0,4,,,394.4399907,13,132,2,2,,,,2,2,5,4
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,4,,,218.4266599,2,21,1,1,0,1,0,2,3,4,3
2019,196.7744615,2,21,1,1,0,1,0,2,2.0,0,4,,,196.7744615,2,21,1,1,0,1,0,2,3,4,3
2019,65.84831046,8,83,3,1,0,1,0,2,2.0,0,2,,,65.84831046,8,83,3,1,0,1,0,2,2,4,1
2019,73.87934953,10,103,3,0,0,0,0,0,2.0,0,4,,,73.87934953,10,103,3,2,,,,2,3,5,4
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,4,,,218.4266599,2,21,1,1,0,1,0,2,3,4,4
2019,78.78950139,12,123,3,0,0,0,0,0,2.0,0,2,,,78.78950139,12,123,3,2,,,,2,3,3,2
2019,2446.513118,12,121,1,1,0,1,0,2,2.0,0,3,,,2446.513118,12,121,1,1,0,1,0,2,3,4,2
2019,82.70428195,2,23,3,0,0,0,0,0,2.0,0,3,,,82.70428195,2,23,3,2,,,,2,2,4,2
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,2,,,218.4266599,2,21,1,1,0,1,0,2,3,3,2
2019,82.70428195,2,23,3,0,0,0,0,0,2.0,0,4,,,82.70428195,2,23,3,2,,,,2,2,4,4
2019,54.16309185,9,93,3,1,0,0,1,3,2.0,0,2,,,54.16309185,9,93,3,1,0,0,1,2,3,1,3
2019,84.93902233,12,123,3,1,0,1,0,2,2.0,0,4,,,84.93902233,12,123,3,1,0,1,0,2,3,4,3
2019,196.7744615,2,21,1,1,0,1,0,2,2.0,0,3,,,196.7744615,2,21,1,1,0,1,0,2,3,4,2
2019,17.50714507,3,34,4,0,0,0,0,0,2.0,0,2,,,17.50714507,3,34,4,2,,,,2,3,3,2
2019,82.70428195,2,23,3,0,0,0,0,0,2.0,0,4,,,82.70428195,2,23,3,2,,,,2,2,4,4
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,4,,,218.4266599,2,21,1,1,0,1,0,2,3,4,3
2019,238.6002982,11,111,1,1,0,0,1,3,2.0,0,4,,,238.6002982,11,111,1,1,0,0,1,2,2,4,4
2019,82.70428195,2,23,3,0,0,0,0,0,2.0,0,4,,,82.70428195,2,23,3,2,,,,2,2,4,4
2019,120.2093354,2,22,2,1,0,1,0,2,2.0,0,4,,,120.2093354,2,22,2,1,0,1,0,2,3,3,4
2019,82.70428195,2,23,3,0,0,0,0,0,2.0,0,4,,,82.70428195,2,23,3,2,,,,2,2,4,4
2019,196.7744615,2,21,1,1,0,1,0,2,2.0,0,4,,,196.7744615,2,21,1,1,0,1,0,2,3,4,3
2019,73.94086599,12,122,2,1,0,0,1,3,2.0,0,4,,,73.94086599,12,122,2,1,0,0,1,2,3,4,3
2019,120.2093354,2,22,2,1,0,1,0,2,2.0,0,4,,,120.2093354,2,22,2,1,0,1,0,2,2,4,4
2019,82.70428195,2,23,3,0,0,0,0,0,2.0,0,4,,,82.70428195,2,23,3,2,,,,2,2,4,4
2019,111.5062705,2,22,2,0,0,0,0,0,2.0,0,2,,,111.5062705,2,22,2,2,,,,2,3,3,2
2019,82.70428195,2,23,3,0,0,0,0,0,2.0,0,4,,,82.70428195,2,23,3,2,,,,2,3,4,4
2019,82.79307908,2,23,3,0,0,0,0,0,2.0,0,4,,,82.79307908,2,23,3,2,,,,2,3,4,3
2019,68.11357793,2,22,2,1,1,0,0,1,2.0,0,4,,,68.11357793,2,22,2,1,1,0,0,2,3,4,3
2019,49.21624453,5,53,3,0,0,0,0,0,2.0,0,3,,,49.21624453,5,53,3,2,,,,2,3,3,3
2019,82.70428195,2,23,3,0,0,0,0,0,2.0,0,4,,,82.70428195,2,23,3,2,,,,2,2,4,4
2019,126.6642189,10,102,2,1,0,1,0,2,2.0,0,4,,,126.6642189,10,102,2,1,0,1,0,2,3,4,4
2019,74.58596656,2,23,3,0,0,0,0,0,2.0,0,2,,,74.58596656,2,23,3,2,,,,2,3,3,2
2019,131.8606439,8,83,3,0,0,0,0,0,2.0,0,3,,,131.8606439,8,83,3,2,,,,2,2,4,2
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,3,,,218.4266599,2,21,1,1,0,1,0,2,3,3,3
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,4,,,218.4266599,2,21,1,1,0,1,0,2,3,4,3
2019,120.2093354,2,22,2,0,0,0,0,0,2.0,1,2,,,120.2093354,2,22,2,2,,,,2,1,3,2
2019,82.93686255,8,83,3,1,0,1,0,2,2.0,0,3,,,82.93686255,8,83,3,1,0,1,0,2,2,4,2
2019,78.50076054,6,63,3,0,0,0,0,0,2.0,0,3,,,78.50076054,6,63,3,2,,,,2,3,3,3
2019,4036.265617,4,41,1,0,0,0,0,0,2.0,0,4,,,4036.265617,4,41,1,2,,,,2,3,4,4
2019,5.595119065,13,135,5,1,0,1,0,2,2.0,0,4,,,5.595119065,13,135,5,1,0,1,0,2,2,4,4
2019,82.93686255,8,83,3,1,0,1,0,2,2.0,0,3,,,82.93686255,8,83,3,1,0,1,0,2,2,4,2
2019,47.79998351,7,73,3,0,0,0,0,0,2.0,0,4,,,47.79998351,7,73,3,2,,,,2,2,5,4
2019,53.05757264,5,53,3,0,0,0,0,0,2.0,0,4,,,53.05757264,5,53,3,2,,,,2,2,4,4
2019,3693.522436,4,41,1,0,0,0,0,0,2.0,0,4,,,3693.522436,4,41,1,2,,,,2,3,5,4
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,2,,,218.4266599,2,21,1,1,0,1,0,2,3,2,2
2019,53.05757264,5,53,3,0,0,0,0,0,2.0,0,2,,,53.05757264,5,53,3,2,,,,2,2,4,1
2019,3327.390936,4,41,1,0,0,0,0,0,2.0,0,5,,,3327.390936,4,41,1,2,,,,2,2,5,5
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,4,,,218.4266599,2,21,1,1,0,1,0,2,3,4,4
2019,173.4213964,2,21,1,0,0,0,0,0,2.0,0,3,,,173.4213964,2,21,1,2,,,,2,2,4,2
2019,53.05757264,5,53,3,0,0,0,0,0,2.0,0,2,,,53.05757264,5,53,3,2,,,,2,3,3,2
2019,873.1509146,9,91,1,1,0,1,0,2,2.0,0,3,,,873.1509146,9,91,1,1,0,1,0,2,3,4,2
2019,3693.522436,4,41,1,0,0,0,0,0,2.0,0,4,,,3693.522436,4,41,1,2,,,,2,3,4,3
2019,27.4197031,2,24,4,0,0,0,0,0,2.0,0,4,,,27.4197031,2,24,4,2,,,,2,2,3,4
2019,14.18080305,11,114,4,0,0,0,0,0,2.0,0,4,,,14.18080305,11,114,4,2,,,,2,3,4,3
2019,3693.522436,4,41,1,0,0,0,0,0,2.0,0,4,,,3693.522436,4,41,1,2,,,,2,3,4,4
2019,136.7189003,3,33,3,0,0,0,0,0,2.0,0,4,,,136.7189003,3,33,3,2,,,,2,3,4,3
2019,27.4197031,2,24,4,1,0,0,1,3,2.0,0,4,,,27.4197031,2,24,4,1,0,0,1,2,2,4,3
2019,3693.522436,4,41,1,0,0,0,0,0,2.0,0,4,,,3693.522436,4,41,1,2,,,,2,3,4,3
2019,4044.047252,4,41,1,0,0,0,0,0,2.0,0,4,,,4044.047252,4,41,1,2,,,,2,3,5,4
2019,4044.047252,4,41,1,0,0,0,0,0,2.0,0,4,,,4044.047252,4,41,1,2,,,,2,3,4,4
2019,3693.522436,4,41,1,0,0,0,0,0,2.0,0,4,,,3693.522436,4,41,1,2,,,,2,3,5,3
2019,3693.522436,4,41,1,0,0,0,0,0,2.0,0,3,,,3693.522436,4,41,1,2,,,,2,3,3,3
2019,3693.522436,4,41,1,0,0,0,0,0,2.0,0,4,,,3693.522436,4,41,1,2,,,,2,3,4,3
2019,4036.265617,4,41,1,0,0,0,0,0,2.0,0,4,,,4036.265617,4,41,1,2,,,,2,3,4,4
2019,15.63215078,10,104,4,1,0,1,0,2,2.0,0,3,,,15.63215078,10,104,4,1,0,1,0,2,3,3,3
2019,4036.265617,4,41,1,0,0,0,0,0,2.0,0,4,,,4036.265617,4,41,1,2,,,,2,3,5,4
2019,196.7744615,2,21,1,1,1,0,0,1,2.0,0,3,,,196.7744615,2,21,1,1,1,0,0,2,3,4,2
2019,1.030383258,13,135,5,1,1,0,0,1,2.0,0,3,,,1.030383258,13,135,5,1,1,0,0,2,2,4,2
2019,27.4197031,2,24,4,0,0,0,0,0,2.0,0,4,,,27.4197031,2,24,4,2,,,,2,2,4,4
2019,218.4266599,2,21,1,1,0,1,0,2,2.0,0,2,,,218.4266599,2,21,1,1,0,1,0,2,3,2,2
2019,4036.265617,4,41,1,0,0,0,0,0,2.0,0,4,,,4036.265617,4,41,1,2,,,,2,3,4,3
2019,196.7744615,2,21,1,1,0,1,0,2,2.0,1,4,,,196.7744615,2,21,1,1,0,1,0,2,1,3,4
2019,27.4197031,2,24,4,0,0,0,0,0,2.0,0,4,,,27.4197031,2,24,4,2,,,,2,2,4,3
2019,46.23384591,8,81,1,0,0,0,0,0,2.0,0,4,,,46.23384591,8,81,1,2,,,,2,2,4,4
2019,196.7744615,2,21,1,1,0,1,0,2,2.0,0,4,,,196.7744615,2,21,1,1,0,1,0,2,3,4,4
2019,544.2681642,4,42,2,0,0,0,0,0,2.0,0,4,,,544.2681642,4,42,2,2,,,,2,2,5,3
2019,120.2093354,2,22,2,1,0,1,0,2,2.0,0,4,,,120.2093354,2,22,2,1,0,1,0,2,3,4,3
2019,82.70428195,2,23,3,1,0,1,0,2,2.0,0,3,,,82.70428195,2,23,3,1,0,1,0,2,2,4,2
2019,490.3159484,4,42,2,0,0,0,0,0,2.0,0,4,,,490.3159484,4,42,2,2,,,,2,3,4,3
2019,6.648338661,1,12,2,1,0,1,0,2,2.0,0,4,,,6.648338661,1,12,2,1,0,1,0,2,3,4,3
2019,65.84831046,8,83,3,1,0,1,0,2,2.0,0,3,,,65.84831046,8,83,3,1,0,1,0,2,2,4,2
2019,399.395559,13,132,2,1,0,1,0,2,2.0,0,4,,,399.395559,13,132,2,1,0,1,0,2,3,5,2
2019,4095.544176,4,41,1,0,0,0,0,0,,0,1,,,4095.544176,4,41,1,2,,,,,3,1,1
2019,491.261243,4,42,2,0,0,0,0,0,2.0,0,4,,,491.261243,4,42,2,2,,,,2,3,5,4
2019,45.22620419,7,72,2,0,0,0,0,0,2.0,0,4,,,45.22620419,7,72,2,2,,,,2,2,4,3
2019,176.4370087,13,133,3,1,0,1,0,2,2.0,0,4,,,176.4370087,13,133,3,1,0,1,0,2,3,4,3
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,4,,,498.051136,4,42,2,2,,,,2,3,4,3
2019,74.58596656,2,23,3,0,0,0,0,0,2.0,0,3,,,74.58596656,2,23,3,2,,,,2,3,3,3
2019,383.0742265,13,132,2,1,0,1,0,2,2.0,0,4,,,383.0742265,13,132,2,1,0,1,0,2,3,4,3
2019,552.2615511,4,42,2,0,0,0,0,0,2.0,0,4,,,552.2615511,4,42,2,2,,,,2,2,4,4
2019,13.2159285,8,84,4,0,0,0,0,0,2.0,0,3,,,13.2159285,8,84,4,2,,,,2,2,4,2
2019,448.6803219,4,42,2,0,0,0,0,0,2.0,0,4,,,448.6803219,4,42,2,2,,,,2,3,5,3
2019,108.2932241,2,22,2,1,0,1,0,2,2.0,0,3,,,108.2932241,2,22,2,1,0,1,0,2,3,4,2
2019,13.92346997,4,44,4,0,0,0,0,0,2.0,0,4,,,13.92346997,4,44,4,2,,,,2,2,4,4
2019,59.95798212,5,52,2,1,0,1,0,2,2.0,0,5,,,59.95798212,5,52,2,1,0,1,0,2,2,5,5
2019,154.6077319,4,43,3,0,0,0,0,0,2.0,0,4,,,154.6077319,4,43,3,2,,,,2,3,4,4
2019,448.6803219,4,42,2,0,0,0,0,0,2.0,0,4,,,448.6803219,4,42,2,2,,,,2,3,4,3
2019,82.79307908,2,23,3,0,0,0,0,0,2.0,0,3,,,82.79307908,2,23,3,2,,,,2,3,3,3
2019,120.2093354,2,22,2,1,0,1,0,2,2.0,0,2,,,120.2093354,2,22,2,1,0,1,0,2,3,3,2
2019,120.2093354,2,22,2,1,0,0,1,3,2.0,0,3,,,120.2093354,2,22,2,1,0,0,1,2,3,4,2
2019,54.1395953,8,82,2,0,0,0,0,0,2.0,0,4,,,54.1395953,8,82,2,2,,,,2,3,4,4
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,4,,,498.051136,4,42,2,2,,,,2,3,4,4
2019,82.79307908,2,23,3,0,0,0,0,0,2.0,0,4,,,82.79307908,2,23,3,2,,,,2,3,3,4
2019,15.45554752,4,44,4,0,0,0,0,0,2.0,0,4,,,15.45554752,4,44,4,2,,,,2,3,4,4
2019,37.76891921,5,52,2,0,0,0,0,0,,0,3,,,37.76891921,5,52,2,2,,,,,3,3,3
2019,505.7902402,3,31,1,0,0,0,0,0,2.0,0,2,,,505.7902402,3,31,1,2,,,,2,2,2,2
2019,27.44914282,2,24,4,0,0,0,0,0,2.0,0,2,,,27.44914282,2,24,4,2,,,,2,3,2,3
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,4,,,498.051136,4,42,2,2,,,,2,2,4,4
2019,58.23217173,8,81,1,0,0,0,0,0,2.0,0,4,,,58.23217173,8,81,1,2,,,,2,2,4,4
2019,53.05757264,5,53,3,0,0,0,0,0,2.0,0,4,,,53.05757264,5,53,3,2,,,,2,3,4,4
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,3,,,498.051136,4,42,2,2,,,,2,3,4,2
2019,57.20099256,7,73,3,1,0,1,0,2,2.0,0,4,,,57.20099256,7,73,3,1,0,1,0,2,2,4,4
2019,213.7598711,7,71,1,0,0,0,0,0,2.0,0,3,,,213.7598711,7,71,1,2,,,,2,3,4,2
2019,53.05757264,5,53,3,0,0,0,0,0,2.0,0,4,,,53.05757264,5,53,3,2,,,,2,3,4,3
2019,27.4197031,2,24,4,1,0,1,0,2,2.0,1,4,,,27.4197031,2,24,4,1,0,1,0,2,1,4,4
2019,1.43062092,5,55,5,0,0,0,0,0,2.0,0,2,,,1.43062092,5,55,5,2,,,,2,3,2,2
2019,544.2681642,4,42,2,0,0,0,0,0,2.0,0,4,,,544.2681642,4,42,2,2,,,,2,3,4,3
2019,2350.529472,6,61,1,0,0,0,0,0,2.0,0,3,,,2350.529472,6,61,1,2,,,,2,3,3,3
2019,15.55296172,5,54,4,0,0,0,0,0,2.0,0,4,,,15.55296172,5,54,4,2,,,,2,3,4,4
2019,4.448990781,13,135,5,1,1,0,0,1,2.0,0,4,,,4.448990781,13,135,5,1,1,0,0,2,3,4,3
2019,54.1395953,8,82,2,1,0,1,1,4,4.0,0,3,,,54.1395953,8,82,2,1,0,1,1,4,2,4,2
2019,544.2681642,4,42,2,0,0,0,0,0,2.0,0,4,,,544.2681642,4,42,2,2,,,,2,3,4,4
2019,15.55296172,5,54,4,1,1,0,0,1,2.0,0,3,,,15.55296172,5,54,4,1,1,0,0,2,2,4,2
2019,9.31116783,7,74,4,1,0,1,0,2,2.0,0,4,,,9.31116783,7,74,4,1,0,1,0,2,2,5,3
2019,13.2159285,8,84,4,0,0,0,0,0,2.0,0,4,,,13.2159285,8,84,4,2,,,,2,2,4,4
2019,544.2681642,4,42,2,0,0,0,0,0,2.0,0,4,,,544.2681642,4,42,2,2,,,,2,3,5,4
2019,92.58285672,8,81,1,1,0,1,0,2,4.0,1,4,,,92.58285672,8,81,1,1,0,1,0,4,1,4,3
2019,3.383410442,2,25,5,1,1,0,0,1,2.0,0,3,,,3.383410442,2,25,5,1,1,0,0,2,2,4,2
2019,9.782402164,5,54,4,0,0,0,0,0,2.0,0,3,,,9.782402164,5,54,4,2,,,,2,2,4,2
2019,308.9903475,4,42,2,0,0,0,0,0,2.0,0,4,,,308.9903475,4,42,2,2,,,,2,3,4,4
2019,54.1395953,8,82,2,0,0,0,0,0,2.0,0,4,,,54.1395953,8,82,2,2,,,,2,2,4,4
2019,337.6112265,13,132,2,0,0,0,0,0,4.0,0,4,,,337.6112265,13,132,2,2,,,,4,2,4,4
2019,53.05757264,5,53,3,0,0,0,0,0,2.0,0,4,,,53.05757264,5,53,3,2,,,,2,3,4,3
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,4,,,498.051136,4,42,2,2,,,,2,3,4,3
2019,9.782402164,5,54,4,0,0,0,0,0,2.0,0,3,,,9.782402164,5,54,4,2,,,,2,2,4,2
2019,33.37181192,5,53,3,0,0,0,0,0,2.0,0,4,,,33.37181192,5,53,3,2,,,,2,3,4,4
2019,67.43793943,12,123,3,0,0,0,0,0,4.0,0,4,,,67.43793943,12,123,3,2,,,,4,2,4,3
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,4,,,498.051136,4,42,2,2,,,,2,2,5,4
2019,54.1395953,8,82,2,1,1,0,0,1,2.0,0,4,,,54.1395953,8,82,2,1,1,0,0,2,2,4,4
2019,37.71198724,5,52,2,0,0,0,0,0,2.0,0,4,,,37.71198724,5,52,2,2,,,,2,3,4,3
2019,33.37181192,5,53,3,0,0,0,0,0,2.0,0,2,,,33.37181192,5,53,3,2,,,,2,2,2,1
2019,448.6803219,4,42,2,0,0,0,0,0,2.0,0,4,,,448.6803219,4,42,2,2,,,,2,3,4,4
2019,4.134108338,11,115,5,0,0,0,0,0,2.0,0,4,,,4.134108338,11,115,5,2,,,,2,2,4,3
2019,33.37181192,5,53,3,0,0,0,0,0,2.0,0,2,,,33.37181192,5,53,3,2,,,,2,2,3,1
2019,231.8566034,13,133,3,1,0,1,0,2,2.0,0,3,,,231.8566034,13,133,3,1,0,1,0,2,2,4,2
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,4,,,498.051136,4,42,2,2,,,,2,3,4,4
2019,4.261452493,2,25,5,1,0,1,0,2,2.0,0,4,,,4.261452493,2,25,5,1,0,1,0,2,2,4,4
2019,448.6803219,4,42,2,0,0,0,0,0,2.0,0,4,,,448.6803219,4,42,2,2,,,,2,3,4,4
2019,2.531860731,10,105,5,1,0,1,0,2,2.0,0,3,,,2.531860731,10,105,5,1,0,1,0,2,3,4,2
2019,1151.263683,13,131,1,0,0,0,0,0,2.0,0,4,,,1151.263683,13,131,1,2,,,,2,2,4,4
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,4,,,498.051136,4,42,2,2,,,,2,3,5,4
2019,4.261452493,2,25,5,1,1,0,0,1,2.0,0,4,,,4.261452493,2,25,5,1,1,0,0,2,2,4,4
2019,2.531860731,10,105,5,1,1,0,0,1,2.0,0,2,,,2.531860731,10,105,5,1,1,0,0,2,2,2,2
2019,4.577237715,6,64,4,1,1,0,0,1,2.0,0,4,,,4.577237715,6,64,4,1,1,0,0,2,2,4,4
2019,498.051136,4,42,2,0,0,0,0,0,2.0,0,4,,,498.051136,4,42,2,2,,,,2,3,4,3
2019,4.261452493,2,25,5,1,0,1,0,2,2.0,0,4,,,4.261452493,2,25,5,1,0,1,0,2,2,4,4
2019,2.531860731,10,105,5,1,1,0,0,1,2.0,0,3,,,2.531860731,10,105,5,1,1,0,0,2,2,4,2
2019,544.2681642,4,42,2,0,0,0,0,0,2.0,0,4,,,544.2681642,4,42,2,2,,,,2,3,4,4
2019,102.7702681,8,81,1,0,0,0,0,0,2.0,0,3,,,102.7702681,8,81,1,2,,,,2,2,4,2
2019,59.95798212,5,52,2,0,0,0,0,0,2.0,0,4,,,59.95798212,5,52,2,2,,,,2,3,4,3
2019,544.2681642,4,42,2,0,0,0,0,0,2.0,0,4,,,544.2681642,4,42,2,2,,,,2,3,4,4
2019,3693.522436,4,41,1,0,0,0,0,0,,0,1,,,3693.522436,4,41,1,2,,,,,3,1,1
2019,5.871117891,1,13,3,1,0,1,0,2,2.0,0,3,,,5.871117891,1,13,3,1,0,1,0,2,3,4,2
2019,544.2681642,4,42,2,0,0,0,0,0,2.0,0,4,,,544.2681642,4,42,2,2,,,,2,3,4,4
2019,66.55549542,5,52,2,0,0,0,0,0,2.0,0,4,,,66.55549542,5,52,2,2,,,,2,2,4,4
2019,14.18080305,11,114,4,1,0,1,0,2,2.0,0,4,,,14.18080305,11,114,4,1,0,1,0,2,2,4,4
2019,59.8490451,11,112,2,1,0,1,0,2,2.0,0,3,,,59.8490451,11,112,2,1,0,1,0,2,3,4,2
2019,2350.529472,6,61,1,0,0,0,0,0,,0,1,,,2350.529472,6,61,1,2,,,,,3,1,1
2019,139.431319,4,43,3,0,0,0,0,0,2.0,0,4,,,139.431319,4,43,3,2,,,,2,3,4,4
2019,97.66307867,2,22,2,0,0,0,0,0,2.0,1,2,,,97.66307867,2,22,2,2,,,,2,1,2,2
2019,3693.522436,4,41,1,0,0,0,0,0,2.0,0,1,,,3693.522436,4,41,1,2,,,,2,3,1,1
2019,4.577237715,6,64,4,1,0,1,0,2,2.0,0,4,,,4.577237715,6,64,4,1,0,1,0,2,3,4,4
2019,9.31116783,7,74,4,1,0,1,0,2,2.0,0,4,,,9.31116783,7,74,4,1,0,1,0,2,2,4,4
2019,65.84831046,8,83,3,1,0,1,1,4,2.0,0,2,,,65.84831046,8,83,3,1,0,1,1,2,2,4,1
2019,139.431319,4,43,3,1,0,0,1,3,2.0,0,5,,,139.431319,4,43,3,1,0,0,1,2,2,5,5
2019,138.6423989,12,122,2,0,0,0,0,0,2.0,0,1,,,138.6423989,12,122,2,2,,,,2,3,1,1
