it_org_any_raw,it_org_internal_raw,it_org_mixed_raw,it_org_outsource_raw,it_invest_share_raw,it_invest_share_cat_raw,ai_use_raw,proc_improve_raw,decision_improve_raw,innov_outcome_raw,firm_size_raw,industry_raw,industry_size_raw,weight_raw,year
1,1,0,0,3,2,3,4,4,4,2,2,22,8.355129217,2022
2, , , ,1,1,2,4,4,4,2,2,22,8.355129217,2022
1,0,0,1,1,1,2,4,4,4,2,2,22,8.355129217,2022
1,0,1,0,2,2,3,4,4,4,2,2,22,8.355129217,2022
1,0,1,0,1,1,1,4,5,4,2,2,22,8.355129217,2022
1,1,0,0,1,1,2,5,4,5,2,2,22,8.355129217,2022
1,0,0,1,1,1,2,4,4,3,2,2,22,8.355129217,2022
1,0,1,0,1,1,2,3,2,4,2,2,22,8.355129217,2022
1,0,1,0,1,1,2,5,4,5,2,2,22,8.355129217,2022
1,0,0,1,1,1,2,5,5,3,2,2,22,8.355129217,2022
1,1,0,1,1,1,1,4,4,5,2,2,22,8.355129217,2022
1,0,1,1,1,1,2,4,4,4,2,2,22,8.355129217,2022
1,0,1,0,1,1,2,3,5,3,2,2,22,7.86800469,2022
1,0,0,1,1,1,2,5,3,3,3,2,23,1.911094612,2022
1,0,1,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.911094612,2022
1,0,0,1,5,3,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.911094612,2022
1,0,0,1,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.911094612,2022
1,0,0,1,1,1,2,4,4,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,3,3,2,23,1.911094612,2022
1,0,1,0,1,1,2,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,3,3,2,23,1.911094612,2022
1,0,0,1,1,1,2,4,3,4,3,2,23,1.911094612,2022
1,0,0,1,1,1,1,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,5,5,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.911094612,2022
1,0,1,0,1,1,1,5,4,5,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.911094612,2022
1,0,1,0,1,1,2,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.911094612,2022
2, , , ,1,1,2,3,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,5,4,4,3,2,23,1.911094612,2022
1,0,1,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,0,0,1,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,0,1,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,5,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,1,1,1,1,4,4,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.911094612,2022
1,0,1,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,1,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,2,3,2,23,1.911094612,2022
1,0,0,1,1,1,2,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,5,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,3,2,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.911094612,2022
1,1,0,1,5,3,2,5,5,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.911094612,2022
1,0,1,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,5,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,2,3,2,23,1.911094612,2022
1,0,1,0,1,1,1,4,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,3,3,2,23,1.911094612,2022
1,1,0,0,1,1,1,4,3,2,3,2,23,1.911094612,2022
1,1,0,1,1,1,1,5,4,4,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,4,3,2,3,2,23,1.911094612,2022
1,1,0,0,1,1,2,5,5,5,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,5,5,4,3,2,23,1.892412476,2022
1,0,1,0,1,1,2,4,3,1,3,2,23,1.892412476,2022
1,1,0,0,1,1,1,4,5,3,3,2,23,1.892412476,2022
1,0,1,1,1,1,2,5,3,3,3,2,23,1.892412476,2022
1,1,0,0,5,3,2,5,4,4,3,2,23,1.892412476,2022
1,0,1,0,1,1,1,4,4,5,3,2,23,1.892412476,2022
1,0,1,0,15,4,2,4,4,4,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,4,2,3,3,2,23,1.892412476,2022
1,1,0,0,1,1,3,5,3,2,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,5,3,4,3,2,23,1.892412476,2022
1,1,1,0,1,1,2,3,3,5,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,5,5,4,3,2,23,1.892412476,2022
1,0,1,0,1,1,2,4,5,5,3,2,23,1.892412476,2022
2, , , ,1,1,2,3,3,3,3,2,23,1.892412476,2022
1,0,1,0,15,4,2,4,4,4,3,2,23,1.892412476,2022
1,1,0,0,5,3,2,5,5,4,3,2,23,1.892412476,2022
1,0,1,0,6,3,2,5,4,2,3,2,23,2.484927846,2022
1,1,0,0,5,3,2,5,5,5,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.892412476,2022
2, , , ,1,1,3,3,3,3,3,2,23,1.892412476,2022
1,1,0,0,1,1,3,4,4,4,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,3,3,5,3,2,23,1.892412476,2022
1,0,1,1,1,1,2,4,3,2,3,2,23,1.892412476,2022
1,1,0,0,1,1,1,4,5,4,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,3,4,4,3,2,23,1.892412476,2022
1,1,0,0,1,1,1,4,5,4,3,2,23,1.892412476,2022
1,1,0,0,1,1,1,3,5,5,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,5,4,5,3,2,23,1.892412476,2022
1,1,0,0,6,3,2,4,4,4,3,2,23,1.892412476,2022
1,0,1,0,1,1,3,5,3,5,3,2,23,1.892412476,2022
1,1,0,0,5,3,1,5,5,5,3,2,23,1.892412476,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.86463853,2022
1,0,1,0,1,1,2,4,5,3,3,2,23,1.86463853,2022
1,1,0,0,1,1,2,2,2,2,3,2,23,1.86463853,2022
1,0,1,0,1,1,2,4,3,2,3,2,23,1.86463853,2022
1,0,1,0,1,1,1,4,3,3,3,2,23,1.86463853,2022
1,1,0,0,1,1,2,5,4,3,3,2,23,1.86463853,2022
1,1,0,0,1,1,2,5,5,4,3,2,23,1.86463853,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.86463853,2022
1,1,0,1,1,1,2,5,3,3,3,2,23,1.86463853,2022
1,1,1,1,3,2,1,4,4,4,3,2,23,1.86463853,2022
1,1,0,0,1,1,2,4,3,5,3,2,23,1.86463853,2022
1,0,1,0,1,1,2,4,4,3,3,2,23,1.86463853,2022
1,0,1,0,1,1,2,4,4,3,3,2,23,1.86463853,2022
1,0,1,0,1,1,2,4,3,3,3,2,23,1.86463853,2022
1,1,0,0,5,3,2,5,4,3,3,2,23,1.86463853,2022
1,1,0,0,2,2,2,5,5,4,3,2,23,1.86463853,2022
1,1,0,0,1,1,1,5,4,4,3,2,23,1.86463853,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.86463853,2022
1,0,1,0,1,1,2,4,4,3,3,2,23,1.86463853,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.84327148,2022
1,0,1,0,1,1,2,4,4,5,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,5,5,5,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.84327148,2022
1,0,1,0,1,1,2,5,5,5,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,5,5,3,2,23,1.84327148,2022
1,1,0,0,2,2,2,5,4,5,3,2,23,1.84327148,2022
1,0,1,0,1,1,2,4,3,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.84327148,2022
1,1,0,0,2,2,2,5,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.84327148,2022
1,1,0,0,2,2,2,5,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,3,4,4,2,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.84327148,2022
1,0,1,0,1,1,2,2,2,1,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.84327148,2022
1,1,0,0,1,1,1,4,4,5,3,2,23,1.84327148,2022
1,1,0,0,5,3,2,3,3,3,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.84327148,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.84327148,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.84327148,2022
1,1,0,0,1,1,2,5,4,3,3,2,23,1.945481986,2022
1,1,0,0,1,1,2,5,3,2,3,2,23,1.945481986,2022
1,0,1,0,2,2,2,4,3,3,3,2,23,1.945481986,2022
1,0,1,0,1,1,2,4,4,2,3,2,23,1.945481986,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.945481986,2022
1,1,0,0,1,1,2,5,4,3,3,2,23,1.945481986,2022
1,0,1,0,1,1,2,4,3,3,3,2,23,1.945481986,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.945481986,2022
1,0,0,1,1,1,2,4,2,2,3,2,23,1.945481986,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.945481986,2022
1,1,0,0,2,2,2,4,2,3,3,2,23,1.945481986,2022
1,1,0,0,1,1,2,3,3,2,3,2,23,1.945481986,2022
1,1,0,0,1,1,2,2,3,2,3,2,23,1.89233784,2022
2, , , ,1,1,2,2,3,2,3,2,23,1.89233784,2022
1,0,1,0,1,1,1,4,4,3,3,2,23,1.879000177,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.879000177,2022
2, , , ,1,1,2,5,3,3,3,2,23,1.879000177,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.879000177,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.879000177,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.879000177,2022
1,0,1,0,1,1,2,4,5,4,3,2,23,1.879000177,2022
1,1,0,0,1,1,1,4,3,5,3,2,23,1.879000177,2022
1,1,0,0,2,2,2,4,4,4,3,2,23,1.879000177,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.879000177,2022
1,1,0,0,1,1,2,4,4,2,3,2,23,1.879000177,2022
1,0,1,0,1,1,1,4,3,4,3,2,23,1.879000177,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.879000177,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.879000177,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.879000177,2022
1,1,0,0,1,1,1,5,3,4,3,2,23,1.879000177,2022
1,0,1,0,1,1,2,3,2,3,3,2,23,2.122254964,2022
1,0,0,1,1,1,2,2,3,3,3,2,23,2.122254964,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,1,0,0,3,2,3,4,3,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,1,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,3,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,1,4,4,4,3,2,23,1.943897798,2022
2, , , ,1,1,2,3,4,2,3,2,23,1.943897798,2022
1,1,0,0,5,3,3,3,3,2,3,2,23,1.943897798,2022
1,0,1,0,1,1,3,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,3,3,3,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,3,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,1,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,2,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,3,3,2,23,1.943897798,2022
1,0,0,1,1,1,2,3,3,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,2,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,1,4,3,2,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,2,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,2,3,2,23,1.943897798,2022
1,0,1,0,1,1,3,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,1,0,0,50,4,1,4,4,4,3,2,23,1.943897798,2022
1,0,0,1,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,1,0,0,2,2,2,4,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,5,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,0,0,1,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,2,2,2,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,4,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,5,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,4,5,3,2,23,1.943897798,2022
2, , , ,1,1,2,3,3,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,3,2,2,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,2,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,3,2,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,0,0,1,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,1,0,1,1,1,1,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,5,3,1,5,3,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,1,4,3,1,3,2,23,1.943897798,2022
1,0,1,0,1,1,3,4,3,1,3,2,23,1.943897798,2022
1,0,1,1,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,4,2,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,5,3,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,5,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.943897798,2022
1,1,0,0,5,3,3,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,1,5,5,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,1,4,5,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,5,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,3,3,2,3,2,23,1.943897798,2022
1,1,0,0,15,4,2,4,4,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,5,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,5,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,5,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,1,1,1,2,4,5,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,4,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,1,4,3,4,3,2,23,1.943897798,2022
1,0,1,1,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,0,0,1,1,1,2,3,4,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,3,3,3,2,3,2,23,1.943897798,2022
1,1,0,0,2,2,1,3,3,3,3,2,23,1.943897798,2022
1,0,0,1,2,2,2,4,5,2,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,5,3,5,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,3,3,3,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.943897798,2022
1,0,1,0,1,1,1,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,5,3,2,4,4,4,3,2,23,1.943897798,2022
1,0,0,1,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,3,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,4,3,2,23,1.943897798,2022
1,1,0,0,1,1,2,4,4,5,3,2,23,1.943897798,2022
1,0,1,0,1,1,2,3,3,3,3,2,23,1.875008233,2022
2, , , ,1,1,2,5,4,3,3,2,23,1.875008233,2022
2, , , ,1,1,2,5,4,3,3,2,23,1.875008233,2022
1,1,0,0,1,1,2,5,4,3,3,2,23,1.875008233,2022
1,0,1,0,1,1,2,4,4,4,3,2,23,1.875008233,2022
1,0,1,0,1,1,1,5,5,5,3,2,23,1.875008233,2022
1,1,0,0,1,1,2,5,5,4,3,2,23,1.875008233,2022
1,0,1,0,1,1,2,3,4,3,3,2,23,1.875008233,2022
1,1,0,0,1,1,2,4,4,3,3,2,23,1.875008233,2022
1,1,0,0,1,1,2,3,3,2,3,2,23,1.875008233,2022
1,1,0,0,1,1,1,5,4,4,3,2,23,1.875008233,2022
1,1,0,0,3,2,2,4,3,4,3,2,23,1.938819799,2022
1,0,1,0,1,1,2,4,3,4,3,2,23,1.938819799,2022
1,0,1,1,2,2,2,4,3,4,3,2,23,1.938819799,2022
1,1,0,0,3,2,2,4,4,4,3,2,23,1.938819799,2022
1,0,1,1,3,2,2,4,4,3,3,2,23,1.938819799,2022
1,1,0,1,2,2,2,4,3,4,3,2,23,1.938819799,2022
1,0,1,1,1,1,2,4,4,4,3,2,23,1.938819799,2022
1,0,1,1,3,2,2,4,3,3,3,2,23,1.938819799,2022
1,0,1,1,3,2,2,4,4,4,3,2,23,1.938819799,2022
1,0,1,1,2,2,2,4,4,4,3,2,23,1.938819799,2022
1,0,1,1,3,2,2,4,4,4,3,2,23,1.938819799,2022
