year,weight,industry,industry_size,firm_size,it_org_any,it_org_internal,it_org_mixed,it_org_outsource,it_org_type,it_invest_share_std4,it_invest_share_pct,ai_use,proc_improve,innov_outcome,decision_improve,weight_raw,industry_raw,industry_size_raw,it_org_any_raw,it_org_internal_raw,it_org_mixed_raw,it_org_outsource_raw,it_invest_share_raw,ai_use_raw,proc_improve_raw,decision_improve_raw,innov_outcome_raw
2020,11.37139891,2,22,,1,0,0,1,3,1,,0,4,3,4,11.37139891,2,22,1,0,0,1,1,2,4,4,3
2020,8.781590663,2,22,,0,0,0,0,0,1,,0,4,4,4,8.781590663,2,22,2,,,,1,2,4,4,4
2020,8.781590663,2,22,,1,0,0,1,3,1,,0,4,4,4,8.781590663,2,22,1,0,0,1,1,3,4,4,4
2020,9.236289866,2,22,,0,0,0,0,0,1,,0,5,3,5,9.236289866,2,22,2,,,,1,2,5,5,3
2020,8.781590663,2,22,,1,0,1,0,2,1,,0,3,2,4,8.781590663,2,22,1,0,1,0,1,2,3,4,2
2020,9.236289866,2,22,,1,1,0,0,1,1,,0,5,4,4,9.236289866,2,22,1,1,0,0,1,2,5,4,4
2020,18.77293842,3,31,,0,0,0,0,0,1,,0,3,3,3,18.77293842,3,31,2,,,,1,2,3,3,3
2020,3.763014877,99,32,,0,0,0,0,0,1,,0,5,3,5,3.763014877,99,32,2,,,,1,2,5,5,3
2020,35.99875714,4,41,,1,0,0,1,3,1,,0,4,4,4,35.99875714,4,41,1,0,0,1,1,3,4,4,4
2020,35.99875714,4,41,,1,0,0,1,3,1,,0,3,4,5,35.99875714,4,41,1,0,0,1,1,2,3,5,4
2020,37.86272539,4,41,,0,0,0,0,0,1,,0,5,4,4,37.86272539,4,41,2,,,,1,2,5,4,4
2020,35.99875714,4,41,,0,0,0,0,0,1,,0,4,4,3,35.99875714,4,41,2,,,,1,2,4,3,4
2020,37.86272539,4,41,,1,0,0,1,3,3,,0,4,3,4,37.86272539,4,41,1,0,0,1,3,2,4,4,3
2020,37.86272539,4,41,,0,0,0,0,0,1,,0,5,4,4,37.86272539,4,41,2,,,,1,2,5,4,4
2020,37.86272539,4,41,,0,0,0,0,0,1,,0,3,3,3,37.86272539,4,41,2,,,,1,2,3,3,3
2020,35.99875714,4,41,,0,0,0,0,0,1,,0,4,3,3,35.99875714,4,41,2,,,,1,3,4,3,3
2020,37.86272539,4,41,,0,0,0,0,0,1,,0,4,2,4,37.86272539,4,41,2,,,,1,3,4,4,2
2020,37.86272539,4,41,,0,0,0,0,0,1,,0,3,2,3,37.86272539,4,41,2,,,,1,2,3,3,2
2020,6.985591446,4,42,,0,0,0,0,0,1,,0,4,3,4,6.985591446,4,42,2,,,,1,3,4,4,3
2020,6.985591446,4,42,,1,0,1,0,2,1,,0,4,3,2,6.985591446,4,42,1,0,1,0,1,2,4,2,3
2020,7.347296174,4,42,,0,0,0,0,0,1,,0,5,4,3,7.347296174,4,42,2,,,,1,2,5,3,4
2020,40.51660146,5,51,,0,0,0,0,0,1,,0,4,3,2,40.51660146,5,51,2,,,,1,2,4,2,3
2020,40.51660146,5,51,,0,0,0,0,0,1,,0,4,2,3,40.51660146,5,51,2,,,,1,3,4,3,2
2020,40.51660146,5,51,,0,0,0,0,0,1,,0,4,2,4,40.51660146,5,51,2,,,,1,2,4,4,2
2020,38.52198386,5,51,,0,0,0,0,0,1,,0,4,3,3,38.52198386,5,51,2,,,,1,3,4,3,3
2020,52.4654878,5,51,,0,0,0,0,0,1,,0,4,1,3,52.4654878,5,51,2,,,,1,3,4,3,1
2020,38.52198386,5,51,,0,0,0,0,0,1,,0,4,4,2,38.52198386,5,51,2,,,,1,2,4,2,4
2020,7.329421242,5,52,,1,0,1,0,2,1,,0,4,2,4,7.329421242,5,52,1,0,1,0,1,3,4,4,2
2020,7.329421242,5,52,,0,0,0,0,0,1,,0,4,4,4,7.329421242,5,52,2,,,,1,2,4,4,4
2020,26.52738519,99,61,,0,0,0,0,0,1,,0,4,1,3,26.52738519,99,61,2,,,,1,3,4,3,1
2020,6.757006534,6,62,,0,0,0,0,0,1,,0,4,2,3,6.757006534,6,62,2,,,,1,3,4,3,2
2020,6.424361551,6,62,,0,0,0,0,0,1,,0,5,4,3,6.424361551,6,62,2,,,,1,2,5,3,4
2020,6.757006534,6,62,,0,0,0,0,0,1,,0,4,3,3,6.757006534,6,62,2,,,,1,2,4,3,3
2020,6.757006534,6,62,,0,0,0,0,0,1,,0,4,2,3,6.757006534,6,62,2,,,,1,2,4,3,2
2020,6.757006534,6,62,,1,0,0,1,3,1,,0,3,3,3,6.757006534,6,62,1,0,0,1,1,2,3,3,3
2020,45.58452045,7,71,,0,0,0,0,0,1,,0,4,3,2,45.58452045,7,71,2,,,,1,2,4,2,3
2020,43.34041103,7,71,,0,0,0,0,0,1,,0,4,3,2,43.34041103,7,71,2,,,,1,3,4,2,3
2020,45.58452045,7,71,,0,0,0,0,0,1,,0,4,2,4,45.58452045,7,71,2,,,,1,3,4,4,2
2020,43.34041103,7,71,,0,0,0,0,0,1,,0,4,3,3,43.34041103,7,71,2,,,,1,3,4,3,3
2020,35.20275757,99,71,,0,0,0,0,0,1,,0,4,3,4,35.20275757,99,71,2,,,,1,2,4,4,3
2020,4.72922821,99,72,,0,0,0,0,0,1,,0,4,4,3,4.72922821,99,72,2,,,,1,2,4,3,4
2020,3.594612634,99,92,,0,0,0,0,0,1,,1,5,4,3,3.594612634,99,92,2,,,,1,1,5,3,4
2020,3.860425961,99,102,,0,0,0,0,0,1,,0,4,4,3,3.860425961,99,102,2,,,,1,2,4,3,4
2020,4.060313735,10,102,,0,0,0,0,0,1,,0,4,3,3,4.060313735,10,102,2,,,,1,2,4,3,3
2020,4.060313735,10,102,,1,0,1,0,2,1,,0,5,5,4,4.060313735,10,102,1,0,1,0,1,2,5,4,5
2020,31.2179376,11,111,,0,0,0,0,0,1,,0,4,4,3,31.2179376,11,111,2,,,,1,3,4,3,4
2020,32.83436131,11,111,,0,0,0,0,0,1,,1,4,5,4,32.83436131,11,111,2,,,,1,1,4,4,5
2020,31.2179376,11,111,,0,0,0,0,0,1,,0,4,4,4,31.2179376,11,111,2,,,,1,2,4,4,4
2020,32.83436131,11,111,,1,0,1,0,2,1,,0,4,4,4,32.83436131,11,111,1,0,1,0,1,2,4,4,4
2020,6.33818601,11,112,,0,0,0,0,0,1,,0,5,4,4,6.33818601,11,112,2,,,,1,2,5,4,4
2020,35.20963943,12,121,,0,0,0,0,0,1,,0,4,3,3,35.20963943,12,121,2,,,,1,2,4,3,3
2020,28.59863051,12,121,,0,0,0,0,0,1,,0,5,4,4,28.59863051,12,121,2,,,,1,2,5,4,4
2020,34.35015159,14,141,,0,0,0,0,0,1,,0,4,3,3,34.35015159,14,141,2,,,,1,2,4,3,3
2020,34.35015159,14,141,,1,0,1,0,2,1,,0,4,3,4,34.35015159,14,141,1,0,1,0,1,2,4,4,3
2020,32.65910607,14,141,,0,0,0,0,0,1,,0,5,3,4,32.65910607,14,141,2,,,,1,3,5,4,3
2020,34.35015159,14,141,,0,0,0,0,0,1,,0,4,4,4,34.35015159,14,141,2,,,,1,2,4,4,4
2020,34.35015159,14,141,,0,0,0,0,0,1,,0,4,3,3,34.35015159,14,141,2,,,,1,2,4,3,3
2020,32.65910607,14,141,,0,0,0,0,0,1,,0,5,3,2,32.65910607,14,141,2,,,,1,2,5,2,3
2020,7.32340965,14,142,,1,0,0,1,3,1,,0,4,4,4,7.32340965,14,142,1,0,0,1,1,2,4,4,4
2020,7.70260616,14,142,,1,0,1,0,2,2,,0,5,3,3,7.70260616,14,142,1,0,1,0,2,3,5,3,3
2020,5.245301063,15,151,,1,0,0,1,3,2,,0,5,2,3,5.245301063,15,151,1,0,0,1,2,3,5,3,2
2020,25.60745534,16,161,,1,0,0,1,3,1,,0,4,3,2,25.60745534,16,161,1,0,0,1,1,3,4,2,3
2020,6.663413263,1,11,,0,0,0,0,0,1,,0,4,3,3,6.663413263,1,11,2,,,,1,3,4,3,3
2020,8.628542736,1,11,,0,0,0,0,0,1,,0,4,3,2,8.628542736,1,11,2,,,,1,2,4,2,3
2020,6.663413263,1,11,,0,0,0,0,0,1,,0,3,3,2,6.663413263,1,11,2,,,,1,3,3,2,3
2020,41.93358629,2,21,,1,0,0,1,3,1,,0,5,5,4,41.93358629,2,21,1,0,0,1,1,2,5,4,5
2020,57.11196153,2,21,,0,0,0,0,0,1,,0,4,2,3,57.11196153,2,21,2,,,,1,2,4,3,2
2020,41.93358629,2,21,,0,0,0,0,0,1,,0,4,4,3,41.93358629,2,21,2,,,,1,2,4,3,4
2020,54.30036036,2,21,,0,0,0,0,0,1,,0,3,3,2,54.30036036,2,21,2,,,,1,2,3,2,3
2020,44.10485218,2,21,,0,0,0,0,0,1,,0,4,3,4,44.10485218,2,21,2,,,,1,2,4,4,3
2020,41.93358629,2,21,,1,0,0,1,3,1,,0,3,3,4,41.93358629,2,21,1,0,0,1,1,2,3,4,3
2020,41.93358629,2,21,,0,0,0,0,0,1,,0,5,4,3,41.93358629,2,21,2,,,,1,3,5,3,4
2020,44.10485218,2,21,,1,0,1,0,2,1,,0,4,2,3,44.10485218,2,21,1,0,1,0,1,2,4,3,2
2020,41.93358629,2,21,,0,0,0,0,0,1,,0,4,4,4,41.93358629,2,21,2,,,,1,2,4,4,4
2020,41.93358629,2,21,,1,0,0,1,3,1,,0,4,5,3,41.93358629,2,21,1,0,0,1,1,2,4,3,5
2020,41.93358629,2,21,,1,0,1,0,2,1,,0,4,4,4,41.93358629,2,21,1,0,1,0,1,2,4,4,4
2020,41.93358629,2,21,,0,0,0,0,0,1,,0,3,3,2,41.93358629,2,21,2,,,,1,3,3,2,3
2020,57.11196153,2,21,,0,0,0,0,0,1,,0,4,3,3,57.11196153,2,21,2,,,,1,2,4,3,3
2020,41.93358629,2,21,,1,0,0,1,3,1,,0,4,5,4,41.93358629,2,21,1,0,0,1,1,2,4,4,5
2020,54.30036036,2,21,,1,0,1,0,2,1,,0,5,3,3,54.30036036,2,21,1,0,1,0,1,3,5,3,3
2020,41.93358629,2,21,,0,0,0,0,0,1,,0,4,4,3,41.93358629,2,21,2,,,,1,2,4,3,4
2020,41.93358629,2,21,,1,0,1,0,2,1,,0,4,3,4,41.93358629,2,21,1,0,1,0,1,2,4,4,3
2020,41.93358629,2,21,,0,0,0,0,0,1,,0,4,3,4,41.93358629,2,21,2,,,,1,3,4,4,3
2020,8.781590663,2,22,,0,0,0,0,0,1,,0,4,3,3,8.781590663,2,22,2,,,,1,2,4,3,3
2020,8.781590663,2,22,,1,0,0,1,3,1,,0,3,3,5,8.781590663,2,22,1,0,0,1,1,2,3,5,3
2020,9.236289866,2,22,,0,0,0,0,0,1,,0,4,4,3,9.236289866,2,22,2,,,,1,2,4,3,4
2020,8.781590663,2,22,,0,0,0,0,0,1,,0,5,4,2,8.781590663,2,22,2,,,,1,2,5,2,4
2020,9.236289866,2,22,,0,0,0,0,0,1,,0,4,4,3,9.236289866,2,22,2,,,,1,2,4,3,4
2020,11.37139891,2,22,,1,0,1,1,4,1,,0,4,3,3,11.37139891,2,22,1,0,1,1,1,3,4,3,3
2020,9.236289866,2,22,,1,0,1,1,4,3,,0,4,4,3,9.236289866,2,22,1,0,1,1,3,2,4,3,4
2020,8.781590663,2,22,,1,0,0,1,3,1,,0,4,4,5,8.781590663,2,22,1,0,0,1,1,2,4,5,4
2020,8.781590663,2,22,,1,0,1,0,2,1,,0,5,4,4,8.781590663,2,22,1,0,1,0,1,2,5,4,4
2020,8.781590663,2,22,,1,0,0,1,3,1,,0,4,2,4,8.781590663,2,22,1,0,0,1,1,3,4,4,2
2020,8.781590663,2,22,,1,0,0,1,3,1,,0,4,4,4,8.781590663,2,22,1,0,0,1,1,2,4,4,4
2020,18.77293842,3,31,,1,0,0,1,3,1,,0,4,5,4,18.77293842,3,31,1,0,0,1,1,2,4,4,5
2020,37.86272539,4,41,,1,0,1,0,2,1,,0,4,3,2,37.86272539,4,41,1,0,1,0,1,2,4,2,3
2020,35.99875714,4,41,,1,0,0,1,3,1,,0,4,4,5,35.99875714,4,41,1,0,0,1,1,2,4,5,4
2020,35.99875714,4,41,,0,0,0,0,0,1,,0,4,3,2,35.99875714,4,41,2,,,,1,2,4,2,3
2020,46.6152709,4,41,,0,0,0,0,0,1,,0,4,4,2,46.6152709,4,41,2,,,,1,3,4,2,4
2020,35.99875714,4,41,,1,0,0,1,3,1,,0,3,3,3,35.99875714,4,41,1,0,0,1,1,2,3,3,3
2020,35.99875714,4,41,,1,0,0,1,3,1,,0,4,4,3,35.99875714,4,41,1,0,0,1,1,2,4,3,4
2020,35.99875714,4,41,,1,0,0,1,3,1,,0,4,5,3,35.99875714,4,41,1,0,0,1,1,2,4,3,5
2020,49.02894826,99,41,,0,0,0,0,0,2,,0,4,3,3,49.02894826,99,41,2,,,,2,2,4,3,3
2020,7.347296174,4,42,,0,0,0,0,0,1,,0,4,3,3,7.347296174,4,42,2,,,,1,2,4,3,3
2020,7.347296174,4,42,,1,0,1,0,2,1,,0,5,4,3,7.347296174,4,42,1,0,1,0,1,3,5,3,4
2020,38.52198386,5,51,,0,0,0,0,0,1,,0,4,3,3,38.52198386,5,51,2,,,,1,2,4,3,3
2020,52.4654878,5,51,,1,0,1,0,2,1,,0,5,3,4,52.4654878,5,51,1,0,1,0,1,2,5,4,3
2020,38.52198386,5,51,,0,0,0,0,0,1,,0,3,4,3,38.52198386,5,51,2,,,,1,3,3,3,4
2020,6.968596491,5,52,,1,0,0,1,3,1,,0,4,4,5,6.968596491,5,52,1,0,0,1,1,2,4,5,4
2020,6.757006534,6,62,,0,0,0,0,0,1,,0,4,4,3,6.757006534,6,62,2,,,,1,2,4,3,4
2020,6.757006534,6,62,,0,0,0,0,0,1,,0,3,3,3,6.757006534,6,62,2,,,,1,2,3,3,3
2020,6.757006534,6,62,,0,0,0,0,0,1,,0,4,3,2,6.757006534,6,62,2,,,,1,2,4,2,3
2020,33.46973858,7,71,,1,0,0,1,3,1,,0,4,5,4,33.46973858,7,71,1,0,0,1,1,2,4,4,5
2020,4.72922821,99,72,,0,0,0,0,0,1,,0,4,4,4,4.72922821,99,72,2,,,,1,2,4,4,4
2020,21.993861,10,101,,1,0,0,1,3,1,,0,4,4,5,21.993861,10,101,1,0,0,1,1,2,4,5,4
2020,23.13267417,10,101,,1,0,0,1,3,1,,0,3,3,3,23.13267417,10,101,1,0,0,1,1,2,3,3,3
2020,21.993861,10,101,,0,0,0,0,0,1,,0,4,4,3,21.993861,10,101,2,,,,1,2,4,3,4
2020,40.4245239,99,111,,1,0,1,0,2,1,,0,4,4,4,40.4245239,99,111,1,0,1,0,1,3,4,4,4
2020,31.2179376,11,111,,0,0,0,0,0,1,,0,4,3,3,31.2179376,11,111,2,,,,1,3,4,3,3
2020,6.666368937,11,112,,1,0,0,1,3,3,,0,5,3,4,6.666368937,11,112,1,0,0,1,3,2,5,4,3
2020,37.03274821,99,121,,0,0,0,0,0,1,,0,3,1,1,37.03274821,99,121,2,,,,1,2,3,1,1
2020,27.1907303,12,121,,0,0,0,0,0,1,,0,5,4,3,27.1907303,12,121,2,,,,1,3,5,3,4
2020,37.03274821,99,121,,0,0,0,0,0,1,,0,4,3,3,37.03274821,99,121,2,,,,1,2,4,3,3
2020,8.441569436,12,122,,0,0,0,0,0,1,,0,4,3,4,8.441569436,12,122,2,,,,1,3,4,4,3
2020,6.19809355,12,122,,1,0,0,1,3,1,,0,4,4,4,6.19809355,12,122,1,0,0,1,1,2,4,4,4
2020,6.19809355,12,122,,0,0,0,0,0,1,,0,4,3,3,6.19809355,12,122,2,,,,1,2,4,3,3
2020,20.65536494,13,131,,0,0,0,0,0,1,,0,5,2,3,20.65536494,13,131,2,,,,1,2,5,3,2
2020,34.35015159,14,141,,0,0,0,0,0,1,,0,5,3,2,34.35015159,14,141,2,,,,1,2,5,2,3
2020,34.35015159,14,141,,0,0,0,0,0,1,,0,5,3,3,34.35015159,14,141,2,,,,1,2,5,3,3
2020,34.35015159,14,141,,0,0,0,0,0,1,,0,5,4,3,34.35015159,14,141,2,,,,1,2,5,3,4
2020,7.70260616,14,142,,1,0,1,0,2,1,,0,5,3,4,7.70260616,14,142,1,0,1,0,1,2,5,4,3
2020,7.32340965,14,142,,0,0,0,0,0,1,,0,4,3,4,7.32340965,14,142,2,,,,1,2,4,4,3
2020,7.32340965,14,142,,1,0,1,1,4,1,,0,5,4,3,7.32340965,14,142,1,0,1,1,1,2,5,3,4
2020,6.792210328,15,151,,1,0,0,1,3,1,,0,5,3,3,6.792210328,15,151,1,0,0,1,1,2,5,3,3
2020,4.987076792,15,151,,1,0,0,1,3,1,,0,4,4,5,4.987076792,15,151,1,0,0,1,1,3,4,5,4
2020,33.15943557,99,161,,1,0,0,1,3,1,,0,3,4,3,33.15943557,99,161,1,0,0,1,1,2,3,3,4
2020,26.93337567,16,161,,1,0,0,1,3,2,,0,3,3,3,26.93337567,16,161,1,0,0,1,2,3,3,3,3
2020,25.60745534,16,161,,1,0,0,1,3,1,,0,4,4,4,25.60745534,16,161,1,0,0,1,1,2,4,4,4
2020,7.077138782,1,11,,0,0,0,0,0,1,,0,4,2,2,7.077138782,1,11,2,,,,1,3,4,2,2
2020,7.077138782,1,11,,0,0,0,0,0,1,,0,3,2,3,7.077138782,1,11,2,,,,1,2,3,3,2
2020,6.984699562,1,11,,0,0,0,0,0,1,,0,4,2,3,6.984699562,1,11,2,,,,1,2,4,3,2
2020,6.912526823,1,11,,0,0,0,0,0,1,,0,4,4,4,6.912526823,1,11,2,,,,1,2,4,4,4
2020,7.077138782,1,11,,0,0,0,0,0,1,,0,4,2,3,7.077138782,1,11,2,,,,1,2,4,3,2
2020,7.077138782,1,11,,0,0,0,0,0,1,,0,3,2,2,7.077138782,1,11,2,,,,1,2,3,2,2
2020,6.912526823,1,11,,1,1,0,0,1,4,,1,5,5,5,6.912526823,1,11,1,1,0,0,4,1,5,5,5
2020,6.984699562,1,11,,0,0,0,0,0,1,,0,3,2,3,6.984699562,1,11,2,,,,1,2,3,3,2
2020,6.984699562,1,11,,0,0,0,0,0,1,,1,4,3,3,6.984699562,1,11,2,,,,1,1,4,3,3
2020,6.984699562,1,11,,0,0,0,0,0,1,,0,2,1,2,6.984699562,1,11,2,,,,1,3,2,2,1
2020,6.984699562,1,11,,0,0,0,0,0,1,,0,3,1,2,6.984699562,1,11,2,,,,1,2,3,2,1
2020,6.984699562,1,11,,0,0,0,0,0,1,,0,3,2,2,6.984699562,1,11,2,,,,1,2,3,2,2
2020,2.136167206,1,12,,1,0,0,1,3,2,,0,4,5,3,2.136167206,1,12,1,0,0,1,2,2,4,3,5
2020,2.136167206,1,12,,0,0,0,0,0,1,,0,3,1,2,2.136167206,1,12,2,,,,1,3,3,2,1
2020,2.108265304,1,12,,1,0,0,1,3,1,,0,3,3,4,2.108265304,1,12,1,0,0,1,1,2,3,4,3
2020,2.108265304,1,12,,1,0,0,1,3,1,,0,4,3,4,2.108265304,1,12,1,0,0,1,1,2,4,4,3
2020,2.108265304,1,12,,0,0,0,0,0,1,,0,3,2,3,2.108265304,1,12,2,,,,1,3,3,3,2
2020,2.136167206,1,12,,1,0,0,1,3,1,,0,4,3,3,2.136167206,1,12,1,0,0,1,1,2,4,3,3
2020,2.136167206,1,12,,1,0,0,1,3,1,,0,3,2,3,2.136167206,1,12,1,0,0,1,1,2,3,3,2
2020,2.136167206,1,12,,1,0,1,0,2,1,,0,3,3,3,2.136167206,1,12,1,0,1,0,1,2,3,3,3
2020,2.136167206,1,12,,1,0,0,1,3,1,,0,3,3,4,2.136167206,1,12,1,0,0,1,1,2,3,4,3
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,5,5,5,43.50128509,2,21,1,0,1,0,1,2,5,5,5
2020,43.50128509,2,21,,0,0,0,0,0,3,,0,4,5,5,43.50128509,2,21,2,,,,3,2,4,5,5
2020,44.53720609,2,21,,0,0,0,0,0,1,,0,4,3,5,44.53720609,2,21,2,,,,1,2,4,5,3
2020,44.53720609,2,21,,0,0,0,0,0,1,,0,4,3,5,44.53720609,2,21,2,,,,1,2,4,5,3
2020,43.955476,2,21,,1,0,0,1,3,1,,0,3,3,4,43.955476,2,21,1,0,0,1,1,2,3,4,3
2020,43.955476,2,21,,0,0,0,0,0,1,,0,3,1,2,43.955476,2,21,2,,,,1,3,3,2,1
2020,43.955476,2,21,,0,0,0,0,0,1,,0,4,3,3,43.955476,2,21,2,,,,1,2,4,3,3
2020,43.955476,2,21,,0,0,0,0,0,1,,0,2,1,2,43.955476,2,21,2,,,,1,2,2,2,1
2020,43.955476,2,21,,0,0,0,0,0,1,,0,3,2,3,43.955476,2,21,2,,,,1,2,3,3,2
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,2,4,43.955476,2,21,1,0,0,1,1,2,4,4,2
2020,56.33039445,99,21,,0,0,0,0,0,3,,0,4,5,3,56.33039445,99,21,2,,,,3,2,4,3,5
2020,43.50128509,2,21,,0,0,0,0,0,1,,0,5,5,4,43.50128509,2,21,2,,,,1,2,5,4,5
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,5,3,4,44.53720609,2,21,1,0,1,0,1,2,5,4,3
2020,44.53720609,2,21,,0,0,0,0,0,1,,0,5,3,5,44.53720609,2,21,2,,,,1,2,5,5,3
2020,43.955476,2,21,,0,0,0,0,0,1,,0,3,1,2,43.955476,2,21,2,,,,1,2,3,2,1
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,4,3,5,44.53720609,2,21,1,0,1,0,1,2,4,5,3
2020,44.53720609,2,21,,0,0,0,0,0,1,,0,5,4,4,44.53720609,2,21,2,,,,1,2,5,4,4
2020,43.955476,2,21,,1,0,0,1,3,1,,0,3,2,3,43.955476,2,21,1,0,0,1,1,2,3,3,2
2020,43.955476,2,21,,1,0,0,1,3,1,,0,3,2,2,43.955476,2,21,1,0,0,1,1,2,3,2,2
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,5,4,4,43.50128509,2,21,1,0,1,0,1,2,5,4,4
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,4,4,4,44.53720609,2,21,1,0,1,0,1,2,4,4,4
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,5,3,4,43.50128509,2,21,1,0,1,0,1,2,5,4,3
2020,57.67182238,2,21,,1,0,1,0,2,1,,0,4,3,5,57.67182238,2,21,1,0,1,0,1,2,4,5,3
2020,43.955476,2,21,,0,0,0,0,0,2,,0,3,1,2,43.955476,2,21,2,,,,2,3,3,2,1
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,5,5,5,44.53720609,2,21,1,0,1,0,1,2,5,5,5
2020,57.67182238,2,21,,1,0,1,0,2,1,,0,5,4,4,57.67182238,2,21,1,0,1,0,1,2,5,4,4
2020,56.91853232,2,21,,1,0,0,1,3,1,,0,3,1,2,56.91853232,2,21,1,0,0,1,1,2,3,2,1
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,4,4,43.955476,2,21,1,0,0,1,1,2,4,4,4
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,5,4,4,43.50128509,2,21,1,0,1,0,1,2,5,4,4
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,4,3,3,44.53720609,2,21,1,0,1,0,1,2,4,3,3
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,5,4,5,44.53720609,2,21,1,0,1,0,1,2,5,5,4
2020,43.955476,2,21,,0,0,0,0,0,1,,0,3,2,2,43.955476,2,21,2,,,,1,3,3,2,2
2020,43.955476,2,21,,0,0,0,0,0,1,,0,3,2,3,43.955476,2,21,2,,,,1,2,3,3,2
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,5,4,4,43.50128509,2,21,1,0,1,0,1,2,5,4,4
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,4,2,4,44.53720609,2,21,1,0,1,0,1,2,4,4,2
2020,43.955476,2,21,,1,0,0,1,3,1,,0,3,2,3,43.955476,2,21,1,0,0,1,1,2,3,3,2
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,3,4,43.955476,2,21,1,0,0,1,1,2,4,4,3
2020,57.67182238,2,21,,1,0,1,0,2,1,,0,4,3,4,57.67182238,2,21,1,0,1,0,1,2,4,4,3
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,4,4,5,43.50128509,2,21,1,0,1,0,1,2,4,5,4
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,3,4,43.955476,2,21,1,0,0,1,1,2,4,4,3
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,4,3,5,44.53720609,2,21,1,0,1,0,1,2,4,5,3
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,4,3,43.955476,2,21,1,0,0,1,1,3,4,3,4
2020,44.53720609,2,21,,1,0,0,1,3,1,,0,5,4,5,44.53720609,2,21,1,0,0,1,1,2,5,5,4
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,3,3,43.955476,2,21,1,0,0,1,1,2,4,3,3
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,5,3,4,44.53720609,2,21,1,0,1,0,1,2,5,4,3
2020,43.955476,2,21,,1,0,0,1,3,1,,0,3,2,3,43.955476,2,21,1,0,0,1,1,2,3,3,2
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,4,3,3,43.50128509,2,21,1,0,1,0,1,2,4,3,3
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,4,2,4,44.53720609,2,21,1,0,1,0,1,2,4,4,2
2020,43.955476,2,21,,1,0,0,1,3,1,,0,2,2,2,43.955476,2,21,1,0,0,1,1,2,2,2,2
2020,54.13110714,2,21,,0,0,0,0,0,1,,0,3,3,3,54.13110714,2,21,2,,,,1,2,3,3,3
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,4,3,43.955476,2,21,1,0,0,1,1,2,4,3,4
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,5,3,4,44.53720609,2,21,1,0,1,0,1,2,5,4,3
2020,43.955476,2,21,,0,0,0,0,0,1,,0,3,2,2,43.955476,2,21,2,,,,1,2,3,2,2
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,3,3,43.955476,2,21,1,0,0,1,1,2,4,3,3
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,4,3,5,43.50128509,2,21,1,0,1,0,1,2,4,5,3
2020,43.955476,2,21,,0,0,0,0,0,1,,0,3,2,3,43.955476,2,21,2,,,,1,3,3,3,2
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,3,3,43.955476,2,21,1,0,0,1,1,2,4,3,3
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,5,4,5,44.53720609,2,21,1,0,1,0,1,2,5,5,4
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,4,3,4,43.50128509,2,21,1,0,1,0,1,2,4,4,3
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,3,4,43.955476,2,21,1,0,0,1,1,2,4,4,3
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,3,4,43.955476,2,21,1,0,0,1,1,2,4,4,3
2020,56.91853232,2,21,,1,0,0,1,3,1,,0,4,3,3,56.91853232,2,21,1,0,0,1,1,2,4,3,3
2020,44.53720609,2,21,,1,0,1,0,2,1,,0,5,4,4,44.53720609,2,21,1,0,1,0,1,2,5,4,4
2020,43.955476,2,21,,1,0,0,1,3,1,,0,4,4,4,43.955476,2,21,1,0,0,1,1,2,4,4,4
2020,43.50128509,2,21,,1,0,1,0,2,1,,0,4,3,3,43.50128509,2,21,1,0,1,0,1,2,4,3,3
2020,9.109892875,2,22,,0,0,0,0,0,1,,0,4,4,4,9.109892875,2,22,2,,,,1,2,4,4,4
