year,weight,industry,industry_size,firm_size,it_org_any,it_org_internal,it_org_mixed,it_org_outsource,it_org_type,it_invest_share_std4,it_invest_share_pct,ai_use,proc_improve,innov_outcome,decision_improve,weight_raw,industry_raw,industry_size_raw,firm_size_raw,it_org_any_raw,it_org_internal_raw,it_org_mixed_raw,it_org_outsource_raw,it_invest_share_raw,ai_use_raw,proc_improve_raw,decision_improve_raw,innov_outcome_raw
2024,1.48615220784565,2,24,4,1,0,1,0,2,1,1.0,1,5,5,4,1.48615220784565,2,24,4,1,0,1,0,1,1,5,4,5
2024,1.48615220784565,2,24,4,1,1,0,0,1,1,1.0,0,5,5,4,1.48615220784565,2,24,4,1,1,0,0,1,2,5,4,5
2024,1.48615220784565,2,24,4,0,0,0,0,0,1,1.0,0,4,3,4,1.48615220784565,2,24,4,2,,,,1,2,4,4,3
2024,1.48615220784565,2,24,4,1,0,1,0,2,1,1.0,0,4,3,4,1.48615220784565,2,24,4,1,0,1,0,1,2,4,4,3
2024,1.48615220784565,2,24,4,1,0,1,0,2,1,1.0,0,4,4,4,1.48615220784565,2,24,4,1,0,1,0,1,2,4,4,4
2024,1.48615220784565,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48615220784565,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.45939929192766,2,24,4,1,0,1,0,2,1,1.0,1,3,3,3,1.45939929192766,2,24,4,1,0,1,0,1,1,3,3,3
2024,1.45939929192766,2,24,4,1,0,1,0,2,2,2.0,1,3,3,3,1.45939929192766,2,24,4,1,0,1,0,2,1,3,3,3
2024,1.51662287230602,2,24,4,1,0,0,1,3,2,2.0,1,4,4,3,1.51662287230602,2,24,4,1,0,0,1,2,1,4,3,4
2024,1.4720545191366,2,24,4,1,1,0,1,4,1,1.0,1,5,5,5,1.4720545191366,2,24,4,1,1,0,1,1,1,5,5,5
2024,1.4720545191366,2,24,4,1,1,0,0,1,1,1.0,1,4,5,5,1.4720545191366,2,24,4,1,1,0,0,1,1,4,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,3,8.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,8,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,0,4,3,4,1.48692165636755,2,24,4,1,1,0,0,1,2,4,4,3
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,4,4,1.48692165636755,2,24,4,1,1,0,0,1,1,5,4,4
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,4,4,4,1.48692165636755,2,24,4,1,1,0,0,1,1,4,4,4
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,1,4,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,1,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,0,4,3,3,1.48692165636755,2,24,4,1,1,0,0,1,2,4,3,3
2024,1.48692165636755,2,24,4,1,1,0,0,1,3,7.0,1,5,4,4,1.48692165636755,2,24,4,1,1,0,0,7,1,5,4,4
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,0,4,3,3,1.48692165636755,2,24,4,1,1,0,0,1,2,4,3,3
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,1,4,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,1,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,2,3.0,1,5,5,4,1.48692165636755,2,24,4,1,1,0,0,3,1,5,4,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,0,0,0,0,0,1,1.0,0,4,3,3,1.48692165636755,2,24,4,2,,,,1,2,4,3,3
2024,1.48692165636755,2,24,4,1,1,0,1,4,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,1,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,4,4,1.48692165636755,2,24,4,1,1,0,0,1,1,5,4,4
2024,1.48692165636755,2,24,4,0,0,0,0,0,1,1.0,1,5,4,4,1.48692165636755,2,24,4,2,,,,1,1,5,4,4
2024,1.48692165636755,2,24,4,0,0,0,0,0,1,1.0,1,4,4,3,1.48692165636755,2,24,4,2,,,,1,1,4,3,4
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,3,5.0,1,5,4,4,1.48692165636755,2,24,4,1,1,0,0,5,1,5,4,4
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,0,4,4,4,1.48692165636755,2,24,4,1,1,0,0,1,2,4,4,4
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,4,1.48692165636755,2,24,4,1,1,0,0,1,1,5,4,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48692165636755,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48692165636755,2,24,4,1,1,0,0,1,3,8.0,0,4,3,4,1.48692165636755,2,24,4,1,1,0,0,8,2,4,4,3
2024,1.42969009424815,2,24,4,1,1,0,0,1,1,1.0,1,5,4,5,1.42969009424815,2,24,4,1,1,0,0,1,1,5,5,4
2024,1.49987050505596,2,24,4,1,1,0,1,4,2,3.0,1,5,4,4,1.49987050505596,2,24,4,1,1,0,1,3,1,5,4,4
2024,1.49987050505596,2,24,4,1,1,0,1,4,1,1.0,1,4,3,3,1.49987050505596,2,24,4,1,1,0,1,1,1,4,3,3
2024,1.49987050505596,2,24,4,1,1,0,1,4,1,1.0,0,4,4,3,1.49987050505596,2,24,4,1,1,0,1,1,2,4,3,4
2024,1.49987050505596,2,24,4,1,1,0,0,1,1,1.0,0,5,5,5,1.49987050505596,2,24,4,1,1,0,0,1,2,5,5,5
2024,1.49987050505596,2,24,4,1,1,0,0,1,1,1.0,0,5,5,5,1.49987050505596,2,24,4,1,1,0,0,1,2,5,5,5
2024,1.50157732305241,2,24,4,1,1,0,1,4,1,1.0,1,4,4,3,1.50157732305241,2,24,4,1,1,0,1,1,1,4,3,4
2024,1.50157732305241,2,24,4,1,1,0,1,4,1,1.0,0,4,4,3,1.50157732305241,2,24,4,1,1,0,1,1,2,4,3,4
2024,1.50157732305241,2,24,4,1,1,0,1,4,1,1.0,1,4,5,4,1.50157732305241,2,24,4,1,1,0,1,1,1,4,4,5
2024,1.50157732305241,2,24,4,1,1,0,0,1,1,1.0,0,5,5,4,1.50157732305241,2,24,4,1,1,0,0,1,2,5,4,5
2024,1.50157732305241,2,24,4,1,1,0,0,1,1,1.0,1,5,4,5,1.50157732305241,2,24,4,1,1,0,0,1,1,5,5,4
2024,1.50157732305241,2,24,4,1,0,1,0,2,1,1.0,0,4,4,4,1.50157732305241,2,24,4,1,0,1,0,1,2,4,4,4
2024,1.46588272990251,2,24,4,1,0,1,0,2,1,1.0,1,3,3,3,1.46588272990251,2,24,4,1,0,1,0,1,1,3,3,3
2024,1.46588272990251,2,24,4,1,0,1,0,2,1,1.0,1,3,3,3,1.46588272990251,2,24,4,1,0,1,0,1,1,3,3,3
2024,1.46588272990251,2,24,4,1,0,1,0,2,1,1.0,1,3,3,3,1.46588272990251,2,24,4,1,0,1,0,1,1,3,3,3
2024,1.45447145059379,2,24,4,1,1,0,0,1,2,2.0,1,3,3,3,1.45447145059379,2,24,4,1,1,0,0,2,1,3,3,3
2024,1.45447145059379,2,24,4,1,1,0,0,1,1,1.0,1,3,3,3,1.45447145059379,2,24,4,1,1,0,0,1,1,3,3,3
2024,1.48746163294831,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48746163294831,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48746163294831,2,24,4,1,1,0,0,1,1,1.0,1,4,4,4,1.48746163294831,2,24,4,1,1,0,0,1,1,4,4,4
2024,1.48746163294831,2,24,4,1,1,0,0,1,1,1.0,1,4,3,5,1.48746163294831,2,24,4,1,1,0,0,1,1,4,5,3
2024,1.48746163294831,2,24,4,1,1,0,0,1,1,1.0,1,2,3,3,1.48746163294831,2,24,4,1,1,0,0,1,1,2,3,3
2024,1.48746163294831,2,24,4,1,1,0,0,1,1,1.0,1,5,5,4,1.48746163294831,2,24,4,1,1,0,0,1,1,5,4,5
2024,1.48746163294831,2,24,4,1,1,0,0,1,1,1.0,1,5,5,5,1.48746163294831,2,24,4,1,1,0,0,1,1,5,5,5
2024,1.48746163294831,2,24,4,1,1,0,0,1,1,1.0,1,4,3,4,1.48746163294831,2,24,4,1,1,0,0,1,1,4,4,3
2024,1.48746163294831,2,24,4,1,1,0,0,1,1,1.0,1,5,5,4,1.48746163294831,2,24,4,1,1,0,0,1,1,5,4,5
2024,1.48746163294831,2,24,4,1,1,0,1,4,1,1.0,1,5,5,5,1.48746163294831,2,24,4,1,1,0,1,1,1,5,5,5
2024,1.48848088851832,2,24,4,1,1,0,1,4,1,1.0,1,5,5,5,1.48848088851832,2,24,4,1,1,0,1,1,1,5,5,5
2024,1.48848088851832,2,24,4,1,1,0,1,4,1,1.0,1,5,3,5,1.48848088851832,2,24,4,1,1,0,1,1,1,5,5,3
2024,1.48848088851832,2,24,4,1,1,0,0,1,2,2.0,1,5,5,4,1.48848088851832,2,24,4,1,1,0,0,2,1,5,4,5
2024,1.48848088851832,2,24,4,1,0,1,0,2,1,1.0,1,4,4,3,1.48848088851832,2,24,4,1,0,1,0,1,1,4,3,4
2024,1.48848088851832,2,24,4,1,1,0,0,1,1,1.0,1,5,4,5,1.48848088851832,2,24,4,1,1,0,0,1,1,5,5,4
2024,1.48848088851832,2,24,4,1,0,1,0,2,1,1.0,1,4,3,4,1.48848088851832,2,24,4,1,0,1,0,1,1,4,4,3
2024,1.48848088851832,2,24,4,1,1,0,0,1,2,3.0,1,4,5,4,1.48848088851832,2,24,4,1,1,0,0,3,1,4,4,5
2024,1.48848088851832,2,24,4,1,1,0,0,1,3,9.0,1,5,5,5,1.48848088851832,2,24,4,1,1,0,0,9,1,5,5,5
2024,1.48848088851832,2,24,4,1,1,0,1,4,2,3.0,1,4,5,5,1.48848088851832,2,24,4,1,1,0,1,3,1,4,5,5
2024,1.48848088851832,2,24,4,1,1,0,0,1,1,1.0,1,4,4,4,1.48848088851832,2,24,4,1,1,0,0,1,1,4,4,4
2024,1.48848088851832,2,24,4,1,1,0,0,1,1,1.0,1,4,5,3,1.48848088851832,2,24,4,1,1,0,0,1,1,4,3,5
2024,1.48848088851832,2,24,4,1,1,0,1,4,1,1.0,1,4,3,3,1.48848088851832,2,24,4,1,1,0,1,1,1,4,3,3
2024,1.48848088851832,2,24,4,1,1,0,0,1,1,1.0,1,5,4,4,1.48848088851832,2,24,4,1,1,0,0,1,1,5,4,4
2024,1.48848088851832,2,24,4,1,1,0,0,1,3,5.0,1,5,4,3,1.48848088851832,2,24,4,1,1,0,0,5,1,5,3,4
2024,1.48848088851832,2,24,4,1,1,0,0,1,2,3.0,1,5,5,5,1.48848088851832,2,24,4,1,1,0,0,3,1,5,5,5
2024,19.461239240659,3,31,1,0,0,0,0,0,1,1.0,0,4,3,3,19.461239240659,3,31,1,2,,,,1,2,4,3,3
2024,19.461239240659,3,31,1,0,0,0,0,0,1,1.0,0,4,3,2,19.461239240659,3,31,1,2,,,,1,2,4,2,3
2024,19.4683066025322,3,31,1,1,0,1,0,2,1,1.0,0,4,3,3,19.4683066025322,3,31,1,1,0,1,0,1,2,4,3,3
2024,19.4140009123287,3,31,1,0,0,0,0,0,1,1.0,0,4,3,3,19.4140009123287,3,31,1,2,,,,1,2,4,3,3
2024,19.4140009123287,3,31,1,0,0,0,0,0,1,1.0,0,3,4,3,19.4140009123287,3,31,1,2,,,,1,2,3,3,4
2024,19.3752979986987,3,31,1,1,0,1,0,2,1,1.0,0,4,4,4,19.3752979986987,3,31,1,1,0,1,0,1,2,4,4,4
2024,19.3752979986987,3,31,1,0,0,0,0,0,3,7.0,0,3,3,3,19.3752979986987,3,31,1,2,,,,7,2,3,3,3
2024,19.3752979986987,3,31,1,1,0,1,0,2,1,1.0,0,4,3,4,19.3752979986987,3,31,1,1,0,1,0,1,2,4,4,3
2024,19.3752979986987,3,31,1,0,0,0,0,0,1,1.0,0,4,4,4,19.3752979986987,3,31,1,2,,,,1,2,4,4,4
2024,19.3752979986987,3,31,1,1,0,1,0,2,1,1.0,0,4,3,3,19.3752979986987,3,31,1,1,0,1,0,1,2,4,3,3
2024,19.4867355938289,3,31,1,1,0,1,0,2,1,1.0,0,4,3,4,19.4867355938289,3,31,1,1,0,1,0,1,2,4,4,3
2024,19.4867355938289,3,31,1,1,0,1,0,2,1,1.0,0,4,3,5,19.4867355938289,3,31,1,1,0,1,0,1,2,4,5,3
2024,19.5195077265378,3,31,1,0,0,0,0,0,1,1.0,0,4,3,4,19.5195077265378,3,31,1,2,,,,1,2,4,4,3
2024,19.5195077265378,3,31,1,1,0,1,1,4,1,1.0,0,2,2,2,19.5195077265378,3,31,1,1,0,1,1,1,2,2,2,2
2024,19.5195077265378,3,31,1,0,0,0,0,0,1,1.0,0,2,1,3,19.5195077265378,3,31,1,2,,,,1,2,2,3,1
2024,19.3343450344328,3,31,1,1,0,1,0,2,1,1.0,0,5,4,4,19.3343450344328,3,31,1,1,0,1,0,1,2,5,4,4
2024,19.3343450344328,3,31,1,1,0,1,0,2,1,1.0,0,4,4,4,19.3343450344328,3,31,1,1,0,1,0,1,2,4,4,4
2024,22.8775649653754,3,31,1,1,1,0,0,1,1,1.0,0,4,3,3,22.8775649653754,3,31,1,1,1,0,0,1,2,4,3,3
2024,19.5296138625641,3,31,1,0,0,0,0,0,1,1.0,0,5,3,4,19.5296138625641,3,31,1,2,,,,1,2,5,4,3
2024,19.5296138625641,3,31,1,0,0,0,0,0,1,1.0,0,3,2,3,19.5296138625641,3,31,1,2,,,,1,2,3,3,2
2024,19.5296138625641,3,31,1,1,0,0,1,3,1,1.0,1,5,3,4,19.5296138625641,3,31,1,1,0,0,1,1,1,5,4,3
2024,19.5296138625641,3,31,1,0,0,0,0,0,2,3.0,0,5,4,4,19.5296138625641,3,31,1,2,,,,3,2,5,4,4
2024,19.5296138625641,3,31,1,0,0,0,0,0,1,1.0,0,4,2,4,19.5296138625641,3,31,1,2,,,,1,2,4,4,2
2024,19.5296138625641,3,31,1,0,0,0,0,0,1,1.0,0,4,3,3,19.5296138625641,3,31,1,2,,,,1,2,4,3,3
2024,19.5296138625641,3,31,1,0,0,0,0,0,1,1.0,0,2,3,3,19.5296138625641,3,31,1,2,,,,1,2,2,3,3
2024,19.5296138625641,3,31,1,1,0,1,0,2,1,1.0,0,5,5,4,19.5296138625641,3,31,1,1,0,1,0,1,2,5,4,5
2024,19.5296138625641,3,31,1,0,0,0,0,0,1,1.0,0,4,2,3,19.5296138625641,3,31,1,2,,,,1,2,4,3,2
2024,19.5296138625641,3,31,1,0,0,0,0,0,1,1.0,0,5,3,4,19.5296138625641,3,31,1,2,,,,1,2,5,4,3
2024,19.5296138625641,3,31,1,1,0,1,0,2,1,1.0,0,4,4,4,19.5296138625641,3,31,1,1,0,1,0,1,2,4,4,4
2024,19.5296138625641,3,31,1,1,0,0,1,3,1,1.0,1,5,3,3,19.5296138625641,3,31,1,1,0,0,1,1,1,5,3,3
2024,19.5296138625641,3,31,1,0,0,0,0,0,1,1.0,1,5,3,5,19.5296138625641,3,31,1,2,,,,1,1,5,5,3
2024,18.7779197136784,3,31,1,0,0,0,0,0,1,1.0,1,3,2,2,18.7779197136784,3,31,1,2,,,,1,1,3,2,2
2024,18.7779197136784,3,31,1,1,0,1,0,2,1,1.0,0,2,2,3,18.7779197136784,3,31,1,1,0,1,0,1,2,2,3,2
2024,18.7779197136784,3,31,1,0,0,0,0,0,1,1.0,0,3,2,2,18.7779197136784,3,31,1,2,,,,1,2,3,2,2
2024,19.6996873925088,3,31,1,1,0,0,1,3,1,1.0,1,4,4,4,19.6996873925088,3,31,1,1,0,0,1,1,1,4,4,4
2024,19.722105181813,3,31,1,1,0,1,0,2,1,1.0,1,4,3,3,19.722105181813,3,31,1,1,0,1,0,1,1,4,3,3
2024,19.722105181813,3,31,1,1,0,0,1,3,3,9.0,0,4,4,3,19.722105181813,3,31,1,1,0,0,1,9,2,4,3,4
2024,19.2532831573213,3,31,1,1,0,1,1,4,3,7.0,0,3,3,3,19.2532831573213,3,31,1,1,0,1,1,7,2,3,3,3
2024,19.2532831573213,3,31,1,0,0,0,0,0,1,1.0,0,3,3,3,19.2532831573213,3,31,1,2,,,,1,2,3,3,3
2024,19.2532831573213,3,31,1,1,1,1,0,4,1,1.0,1,3,3,3,19.2532831573213,3,31,1,1,1,1,0,1,1,3,3,3
2024,19.1034044615454,3,31,1,0,0,0,0,0,1,1.0,0,3,3,3,19.1034044615454,3,31,1,2,,,,1,2,3,3,3
2024,19.1034044615454,3,31,1,1,0,1,0,2,1,1.0,0,3,3,3,19.1034044615454,3,31,1,1,0,1,0,1,2,3,3,3
2024,19.1034044615454,3,31,1,0,0,0,0,0,1,1.0,1,3,3,3,19.1034044615454,3,31,1,2,,,,1,1,3,3,3
2024,19.1034044615454,3,31,1,0,0,0,0,0,1,1.0,0,3,3,3,19.1034044615454,3,31,1,2,,,,1,2,3,3,3
2024,19.5367060547265,3,31,1,1,0,1,0,2,1,1.0,0,4,4,4,19.5367060547265,3,31,1,1,0,1,0,1,2,4,4,4
2024,19.5367060547265,3,31,1,1,0,1,0,2,1,1.0,0,5,4,4,19.5367060547265,3,31,1,1,0,1,0,1,2,5,4,4
2024,19.5367060547265,3,31,1,1,0,1,0,2,1,1.0,0,4,3,3,19.5367060547265,3,31,1,1,0,1,0,1,2,4,3,3
2024,19.5367060547265,3,31,1,1,0,1,0,2,1,1.0,0,5,4,4,19.5367060547265,3,31,1,1,0,1,0,1,2,5,4,4
2024,19.5367060547265,3,31,1,1,0,1,0,2,1,1.0,0,4,3,4,19.5367060547265,3,31,1,1,0,1,0,1,2,4,4,3
2024,19.5367060547265,3,31,1,1,0,1,0,2,1,1.0,0,4,4,4,19.5367060547265,3,31,1,1,0,1,0,1,2,4,4,4
2024,19.5367060547265,3,31,1,1,0,1,0,2,1,1.0,0,4,4,3,19.5367060547265,3,31,1,1,0,1,0,1,2,4,3,4
2024,19.5500932211748,3,31,1,1,0,1,1,4,1,1.0,0,4,3,3,19.5500932211748,3,31,1,1,0,1,1,1,2,4,3,3
2024,19.5500932211748,3,31,1,1,0,1,0,2,1,1.0,0,4,3,4,19.5500932211748,3,31,1,1,0,1,0,1,2,4,4,3
2024,19.5500932211748,3,31,1,1,0,1,0,2,1,1.0,0,3,4,4,19.5500932211748,3,31,1,1,0,1,0,1,2,3,4,4
2024,19.5500932211748,3,31,1,1,0,1,0,2,1,1.0,0,3,3,3,19.5500932211748,3,31,1,1,0,1,0,1,2,3,3,3
2024,19.5500932211748,3,31,1,1,0,1,0,2,1,1.0,0,4,3,3,19.5500932211748,3,31,1,1,0,1,0,1,2,4,3,3
2024,19.5500932211748,3,31,1,1,0,1,0,2,1,1.0,0,5,4,4,19.5500932211748,3,31,1,1,0,1,0,1,2,5,4,4
2024,19.5500932211748,3,31,1,1,0,1,0,2,1,1.0,1,4,3,3,19.5500932211748,3,31,1,1,0,1,0,1,1,4,3,3
2024,19.4091189264515,3,31,1,1,0,1,1,4,1,1.0,0,3,3,2,19.4091189264515,3,31,1,1,0,1,1,1,2,3,2,3
2024,4.0024193890191,3,32,2,0,0,0,0,0,1,1.0,0,4,3,4,4.0024193890191,3,32,2,2,,,,1,2,4,4,3
2024,4.01543253813843,3,32,2,0,0,0,0,0,1,1.0,0,5,3,4,4.01543253813843,3,32,2,2,,,,1,2,5,4,3
2024,4.00148977963102,3,32,2,0,0,0,0,0,2,4.0,0,3,3,4,4.00148977963102,3,32,2,2,,,,4,2,3,4,3
2024,4.00148977963102,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,4.00148977963102,3,32,2,2,,,,1,2,3,3,3
2024,4.00148977963102,3,32,2,0,0,0,0,0,1,1.0,0,4,3,4,4.00148977963102,3,32,2,2,,,,1,2,4,4,3
2024,4.00148977963102,3,32,2,0,0,0,0,0,1,1.0,1,5,3,3,4.00148977963102,3,32,2,2,,,,1,1,5,3,3
2024,3.9935125824509,3,32,2,1,0,1,0,2,1,1.0,1,5,4,5,3.9935125824509,3,32,2,1,0,1,0,1,1,5,5,4
2024,3.9935125824509,3,32,2,0,0,0,0,0,1,1.0,0,4,5,4,3.9935125824509,3,32,2,2,,,,1,2,4,4,5
2024,3.9935125824509,3,32,2,1,0,1,0,2,1,1.0,0,4,3,4,3.9935125824509,3,32,2,1,0,1,0,1,2,4,4,3
2024,3.9935125824509,3,32,2,0,0,0,0,0,1,1.0,0,5,3,4,3.9935125824509,3,32,2,2,,,,1,2,5,4,3
2024,3.9935125824509,3,32,2,1,0,1,0,2,1,1.0,0,3,2,3,3.9935125824509,3,32,2,1,0,1,0,1,2,3,3,2
2024,3.9935125824509,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,3.9935125824509,3,32,2,2,,,,1,2,3,3,3
2024,3.9935125824509,3,32,2,1,0,1,0,2,1,1.0,0,3,2,4,3.9935125824509,3,32,2,1,0,1,0,1,2,3,4,2
2024,4.01648138728375,3,32,2,1,0,1,0,2,1,1.0,0,4,4,4,4.01648138728375,3,32,2,1,0,1,0,1,2,4,4,4
2024,4.02323616980816,3,32,2,0,0,0,0,0,1,1.0,1,4,3,4,4.02323616980816,3,32,2,2,,,,1,1,4,4,3
2024,4.02323616980816,3,32,2,0,0,0,0,0,1,1.0,1,3,3,3,4.02323616980816,3,32,2,2,,,,1,1,3,3,3
2024,4.02323616980816,3,32,2,0,0,0,0,0,1,1.0,1,3,3,3,4.02323616980816,3,32,2,2,,,,1,1,3,3,3
2024,4.02323616980816,3,32,2,1,0,1,0,2,1,1.0,1,3,3,3,4.02323616980816,3,32,2,1,0,1,0,1,1,3,3,3
2024,4.10572481311663,3,32,2,1,1,0,1,4,4,10.0,0,5,4,3,4.10572481311663,3,32,2,1,1,0,1,10,2,5,3,4
2024,3.98507161921536,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,3.98507161921536,3,32,2,2,,,,1,2,3,3,3
2024,3.98507161921536,3,32,2,0,0,0,0,0,1,1.0,0,4,3,4,3.98507161921536,3,32,2,2,,,,1,2,4,4,3
2024,4.02531918197055,3,32,2,1,0,1,0,2,1,1.0,1,4,4,4,4.02531918197055,3,32,2,1,0,1,0,1,1,4,4,4
2024,4.02531918197055,3,32,2,0,0,0,0,0,1,1.0,0,4,2,4,4.02531918197055,3,32,2,2,,,,1,2,4,4,2
2024,4.02531918197055,3,32,2,1,1,0,0,1,1,1.0,0,5,3,4,4.02531918197055,3,32,2,1,1,0,0,1,2,5,4,3
2024,4.02531918197055,3,32,2,0,0,0,0,0,3,8.0,1,5,3,4,4.02531918197055,3,32,2,2,,,,8,1,5,4,3
2024,4.02531918197055,3,32,2,0,0,0,0,0,1,1.0,1,3,3,3,4.02531918197055,3,32,2,2,,,,1,1,3,3,3
2024,4.02531918197055,3,32,2,0,0,0,0,0,3,5.0,1,3,1,2,4.02531918197055,3,32,2,2,,,,5,1,3,2,1
2024,4.02531918197055,3,32,2,0,0,0,0,0,3,5.0,1,3,3,3,4.02531918197055,3,32,2,2,,,,5,1,3,3,3
2024,4.02531918197055,3,32,2,0,0,0,0,0,1,1.0,1,4,4,4,4.02531918197055,3,32,2,2,,,,1,1,4,4,4
2024,4.02531918197055,3,32,2,1,0,1,0,2,1,1.0,1,5,5,5,4.02531918197055,3,32,2,1,0,1,0,1,1,5,5,5
2024,4.02531918197055,3,32,2,0,0,0,0,0,1,1.0,1,5,3,3,4.02531918197055,3,32,2,2,,,,1,1,5,3,3
2024,4.02531918197055,3,32,2,0,0,0,0,0,1,1.0,0,5,3,4,4.02531918197055,3,32,2,2,,,,1,2,5,4,3
2024,4.02531918197055,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,4.02531918197055,3,32,2,2,,,,1,2,3,3,3
2024,4.02531918197055,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,4.02531918197055,3,32,2,2,,,,1,2,3,3,3
2024,4.02531918197055,3,32,2,1,0,1,0,2,1,1.0,1,5,3,4,4.02531918197055,3,32,2,1,0,1,0,1,1,5,4,3
2024,4.02531918197055,3,32,2,0,0,0,0,0,1,1.0,0,5,2,3,4.02531918197055,3,32,2,2,,,,1,2,5,3,2
2024,3.8703847886037,3,32,2,1,0,1,0,2,1,1.0,1,3,3,3,3.8703847886037,3,32,2,1,0,1,0,1,1,3,3,3
2024,3.8703847886037,3,32,2,0,0,0,0,0,1,1.0,1,4,4,3,3.8703847886037,3,32,2,2,,,,1,1,4,3,4
2024,4.06037365090419,3,32,2,1,1,0,0,1,3,5.0,1,4,3,4,4.06037365090419,3,32,2,1,1,0,0,5,1,4,4,3
2024,4.06037365090419,3,32,2,1,0,0,1,3,1,1.0,1,4,4,4,4.06037365090419,3,32,2,1,0,0,1,1,1,4,4,4
2024,4.06499426234785,3,32,2,1,1,0,0,1,1,1.0,1,4,3,4,4.06499426234785,3,32,2,1,1,0,0,1,1,4,4,3
2024,4.06499426234785,3,32,2,1,0,0,1,3,1,1.0,1,4,3,3,4.06499426234785,3,32,2,1,0,0,1,1,1,4,3,3
2024,4.06499426234785,3,32,2,1,0,1,0,2,3,9.0,0,4,3,4,4.06499426234785,3,32,2,1,0,1,0,9,2,4,4,3
2024,4.06499426234785,3,32,2,1,0,1,0,2,1,1.0,1,4,3,3,4.06499426234785,3,32,2,1,0,1,0,1,1,4,3,3
2024,4.06499426234785,3,32,2,1,0,1,0,2,1,1.0,0,5,3,4,4.06499426234785,3,32,2,1,0,1,0,1,2,5,4,3
2024,3.96836366322812,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,3.96836366322812,3,32,2,2,,,,1,2,3,3,3
2024,3.96836366322812,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,3.96836366322812,3,32,2,2,,,,1,2,3,3,3
2024,3.93747162443407,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,3.93747162443407,3,32,2,2,,,,1,2,3,3,3
2024,3.93747162443407,3,32,2,0,0,0,0,0,1,1.0,1,3,3,3,3.93747162443407,3,32,2,2,,,,1,1,3,3,3
2024,3.93747162443407,3,32,2,0,0,0,0,0,1,1.0,0,3,3,3,3.93747162443407,3,32,2,2,,,,1,2,3,3,3
2024,4.02678097928789,3,32,2,1,0,1,0,2,1,1.0,1,4,3,3,4.02678097928789,3,32,2,1,0,1,0,1,1,4,3,3
